Index	Date	Trigger	A Flow velocity [m/s]	A Volumetric flow rate [m³/h]	A Sound speed [m/s]	A Transducer temp. (->) [°C]	A Transducer temp. (>-) [°C]	A Amplitude [%]	A Gain [dB]	A Quality [%]	A SCNR [dB]	A SNR [dB]	A VariAmp [%]	A VariTime [%]	A Diag.: error bits	A Event trigger R1	A Event trigger R2	A Event trigger R3	A Event trigger R4	A NoiseTrek activated	A Gain  > limit	A Flow vel. > limit	A Flow vel. < cut-off flow	A Pig detected	A FastFood activated	A Transducer temp. violation	A Last value is held	A Fluid temp. (Calculated) [°C]
1	2/23/2026 7:53:03 AM		NaN	NaN	547.56201171875	131	132	34	98.3399963378906	34	13	26	18	24	0	0	0	0	0	0	0	0	0	0	0	0	0	132.626262626263
2	2/23/2026 8:03:03 AM		8.85127353668213	287.062910199165	1311.47094726562	122	122	34	98.3399963378906	49	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	123.030303030303
3	2/23/2026 8:13:03 AM		8.76695346832275	284.328263998032	∞	127	124	34	98.3399963378906	83	20	28	10	40	2	0	0	0	0	0	0	0	0	0	0	0	0	126.565656565657
4	2/23/2026 8:23:03 AM		7.55133819580078	244.903627038002	∞	134	129	34	98.3399963378906	0	17	29	10	55	2	0	0	0	0	0	0	0	0	0	0	0	0	132.626262626263
5	2/23/2026 8:33:03 AM		7.52542161941528	244.063130021095	509.739013671875	138	133	34	98.3399963378906	92	18	27	8	33	0	0	0	0	0	0	0	0	0	0	0	0	0	136.666666666667
6	2/23/2026 8:43:03 AM		8.90951824188232	288.951882719994	∞	142	137	35	96.8499984741211	1	22	29	14	∞	2	0	0	0	0	0	0	0	0	0	0	0	0	140.707070707071
7	2/23/2026 8:53:03 AM		9.03427124023438	292.997860908508	495.367004394531	143	138	34	98.3399963378906	91	27	27	9	43	3	0	0	0	0	0	0	0	0	0	0	0	0	141.717171717172
8	2/23/2026 9:03:03 AM		8.41660404205322	272.965809702873	∞	145	140	34	98.3399963378906	80	20	28	11	127	2	0	0	0	0	0	0	0	0	0	0	0	0	143.737373737374
9	2/23/2026 9:13:03 AM		9.06030941009521	293.842327594757	747.908020019531	146	141	34	98.3399963378906	63	18	27	12	57	0	0	0	0	0	0	0	0	0	0	0	0	0	144.747474747475
10	2/23/2026 9:23:03 AM		8.87865924835205	287.951096892357	495.319000244141	146	141	34	98.3399963378906	85	23	27	13	31	3	0	0	0	0	0	0	0	0	0	0	0	0	144.747474747475
11	2/23/2026 9:33:03 AM		9.86058521270752	319.796723127365	497.295989990234	146	142	34	98.3399963378906	84	21	29	15	62	0	0	0	0	0	0	0	0	0	0	0	0	0	145.252525252525
