# \DEVICE          : G 608ST-60802901
# \MODE            : STORED
# DATE             : 05.05.2026
# TIME             : 10:23:01
# Par.Record       :
# Meas. Point No.: : A:47-8
# Outer Diameter  :     323.0 mm
# Wall Thickness  :       5.5 mm
# Roughness       :       0.1 mm
# Pipe Material   : Carbon Steel
# Lining           : WITHOUT LINING
# Medium           : Water
# Medium Temperat.:      20.0 C
# Transducer Type  : CDM1N5213047
# Sound Path       :         2 NUM
# Transd. Distance :     198.4 mm
# Damping          :        10 s
# Full-Scale Val.  :           m3/h
# Current Loop     :           mA
# Storage Rate     :  00:00:10 AVERAGE
# Physic. Quant.   : Volume flow
# Unit Of Measure  : [m3/h]/[m3]
# Numb.Of Meas.Val :       655
# Average MEASURE: 611.8890672782875
# Average SSPEED: 1492.7702290076336

TIME,CHANNEL,date,MEASURE,SSPEED,AMP,SCNR,,00:00:10,TIME
11:47:11,A,11:47:01,624.9,1497.1,46,,,,11:47:11
11:47:21,A,11:47:11,621.17,1496.2,46,,,,11:47:21
11:47:31,A,11:47:21,620.69,1496.3,46,,,,11:47:31
11:47:41,A,11:47:31,625.58,1497.4,46,,,,11:47:41
11:47:51,A,11:47:41,623.57,1498.3,46,,,,11:47:51
11:48:01,A,11:47:51,632.05,1494.8,46,,,,11:48:01
11:48:11,A,11:48:01,623.95,1495,46,,,,11:48:11
11:48:21,A,11:48:11,625.08,1496,46,,,,11:48:21
11:48:31,A,11:48:21,623.5,1497.9,46,,,,11:48:31
11:48:41,A,11:48:31,620.37,1493.9,46,,,,11:48:41
11:48:51,A,11:48:41,620.58,1494.2,46,,,,11:48:51
11:49:01,A,11:48:51,629.68,1497.9,46,,,,11:49:01
11:49:11,A,11:49:01,632.48,1498.1,46,,,,11:49:11
11:49:21,A,11:49:11,624.27,1497.8,46,,,,11:49:21
11:49:31,A,11:49:21,625.33,1494.9,46,,,,11:49:31
11:49:41,A,11:49:31,625.14,1497.9,46,,,,11:49:41
11:49:51,A,11:49:41,635.76,1496.9,46,,,,11:49:51
11:50:01,A,11:49:51,621.24,1497.8,46,,,,11:50:01
11:50:11,A,11:50:01,609.25,1498.1,46,,,,11:50:11
11:50:21,A,11:50:11,617.97,1496.1,46,,,,11:50:21
11:50:31,A,11:50:21,613.24,1497.3,46,,,,11:50:31
11:50:41,A,11:50:31,618.26,1495.2,46,,,,11:50:41
11:50:51,A,11:50:41,616.08,1497.2,46,,,,11:50:51
11:51:01,A,11:50:51,613.03,1497.6,46,,,,11:51:01
11:51:11,A,11:51:01,615.42,1495.7,46,,,,11:51:11
11:51:21,A,11:51:11,624.16,1496.4,46,,,,11:51:21
11:51:31,A,11:51:21,622.45,1496.9,46,,,,11:51:31
11:51:41,A,11:51:31,618.65,1497.3,46,,,,11:51:41
11:51:51,A,11:51:41,613.42,1496.4,46,,,,11:51:51
11:52:01,A,11:51:51,623.11,1498.2,46,,,,11:52:01
11:52:11,A,11:52:01,626.35,1498.1,46,,,,11:52:11
11:52:21,A,11:52:11,627.8,1492.8,46,,,,11:52:21
11:52:31,A,11:52:21,629.95,1494.2,46,,,,11:52:31
11:52:41,A,11:52:31,619.78,1494,46,,,,11:52:41
11:52:51,A,11:52:41,628.5,1495.4,46,,,,11:52:51
11:53:01,A,11:52:51,625.95,1494,46,,,,11:53:01
11:53:11,A,11:53:01,629.37,1495.2,46,,,,11:53:11
11:53:21,A,11:53:11,626.14,1493,46,,,,11:53:21
11:53:31,A,11:53:21,631.17,1494.1,46,,,,11:53:31
11:53:41,A,11:53:31,629.45,1494.8,46,,,,11:53:41
11:53:51,A,11:53:41,625.71,1494,46,,,,11:53:51
11:54:01,A,11:53:51,625.69,1495.8,46,,,,11:54:01
11:54:11,A,11:54:01,622.03,1493.8,46,,,,11:54:11
11:54:21,A,11:54:11,629.69,1492.2,46,,,,11:54:21
11:54:31,A,11:54:21,625.85,1496.6,46,,,,11:54:31
11:54:41,A,11:54:31,621.65,1494,46,,,,11:54:41
11:54:51,A,11:54:41,622.92,1495.1,46,,,,11:54:51
11:55:01,A,11:54:51,625.23,1497.1,46,,,,11:55:01
11:55:11,A,11:55:01,625.09,1493.9,46,,,,11:55:11
11:55:21,A,11:55:11,633.09,1495.2,46,,,,11:55:21
11:55:31,A,11:55:21,632.12,1496.1,46,,,,11:55:31
11:55:41,A,11:55:31,627.56,1494.1,46,,,,11:55:41
11:55:51,A,11:55:41,622.29,1496.5,46,,,,11:55:51
11:56:01,A,11:55:51,622.98,1496.9,46,,,,11:56:01
11:56:11,A,11:56:01,615.44,1498.8,46,,,,11:56:11
11:56:21,A,11:56:11,610.97,1499.1,46,,,,11:56:21
11:56:31,A,11:56:21,618.82,1494.8,46,,,,11:56:31
11:56:41,A,11:56:31,615.25,1496.3,46,,,,11:56:41
11:56:51,A,11:56:41,616.42,1499.4,46,,,,11:56:51
11:57:01,A,11:56:51,610.54,1496.2,46,,,,11:57:01
11:57:11,A,11:57:01,621.95,1493.3,46,,,,11:57:11
11:57:21,A,11:57:11,623.13,1497.2,46,,,,11:57:21
11:57:31,A,11:57:21,629.92,1499.1,46,,,,11:57:31
11:57:41,A,11:57:31,630.9,1499,46,,,,11:57:41
11:57:51,A,11:57:41,632.12,1497.2,46,,,,11:57:51
11:58:01,A,11:57:51,621.12,1497.2,46,,,,11:58:01
11:58:11,A,11:58:01,623.53,1497.9,46,,,,11:58:11
11:58:21,A,11:58:11,630.04,1497,46,,,,11:58:21
11:58:31,A,11:58:21,627.75,1491.8,46,,,,11:58:31
11:58:41,A,11:58:31,633.97,1496.4,46,,,,11:58:41
11:58:51,A,11:58:41,622.53,1498,46,,,,11:58:51
11:59:01,A,11:58:51,624.44,1498.8,46,,,,11:59:01
11:59:11,A,11:59:01,626.03,1496.5,46,,,,11:59:11
11:59:21,A,11:59:11,617.05,1498.3,46,,,,11:59:21
11:59:31,A,11:59:21,624.54,1499.3,46,,,,11:59:31
11:59:41,A,11:59:31,618.01,1498,46,,,,11:59:41
11:59:51,A,11:59:41,614.36,1499.3,46,,,,11:59:51
12:00:01,A,11:59:51,617.18,1497.9,46,,,,12:00:01
12:00:11,A,12:00:01,606.55,1496.5,46,,,,12:00:11
12:00:21,A,12:00:11,617.77,1496.2,46,,,,12:00:21
12:00:31,A,12:00:21,613.98,1492.6,46,,,,12:00:31
12:00:41,A,12:00:31,616.95,1496.6,46,,,,12:00:41
12:00:51,A,12:00:41,619.09,1492.2,46,,,,12:00:51
12:01:01,A,12:00:51,619.39,1493.9,46,,,,12:01:01
12:01:11,A,12:01:01,618.28,1495.4,46,,,,12:01:11
12:01:21,A,12:01:11,621.71,1496.4,46,,,,12:01:21
12:01:31,A,12:01:21,623.13,1496.4,46,,,,12:01:31
12:01:41,A,12:01:31,611.87,1494.5,46,,,,12:01:41
12:01:51,A,12:01:41,627.24,1496.6,46,,,,12:01:51
12:02:01,A,12:01:51,625.45,1499.3,46,,,,12:02:01
12:02:11,A,12:02:01,620.26,1499.3,46,,,,12:02:11
12:02:21,A,12:02:11,619.32,1497,46,,,,12:02:21
12:02:31,A,12:02:21,627.73,1498.1,46,,,,12:02:31
12:02:41,A,12:02:31,625.56,1499.1,46,,,,12:02:41
12:02:51,A,12:02:41,623.47,1495.2,46,,,,12:02:51
12:03:01,A,12:02:51,624.96,1496.3,46,,,,12:03:01
12:03:11,A,12:03:01,618.18,1495.8,46,,,,12:03:11
12:03:21,A,12:03:11,627.48,1495.1,46,,,,12:03:21
12:03:31,A,12:03:21,628.24,1497.9,46,,,,12:03:31
12:03:41,A,12:03:31,620.16,1498.7,46,,,,12:03:41
12:03:51,A,12:03:41,624.92,1498,46,,,,12:03:51
12:04:01,A,12:03:51,626.2,1496.9,46,,,,12:04:01
12:04:11,A,12:04:01,631.74,1498,46,,,,12:04:11
12:04:21,A,12:04:11,617.94,1495,46,,,,12:04:21
12:04:31,A,12:04:21,622.57,1494.4,46,,,,12:04:31
12:04:41,A,12:04:31,624.94,1497,46,,,,12:04:41
12:04:51,A,12:04:41,626.17,1498.7,46,,,,12:04:51
12:05:01,A,12:04:51,623.77,1498,46,,,,12:05:01
12:05:11,A,12:05:01,627.01,1494.7,46,,,,12:05:11
12:05:21,A,12:05:11,621.67,1495.1,46,,,,12:05:21
12:05:31,A,12:05:21,623.08,1497,46,,,,12:05:31
12:05:41,A,12:05:31,620.75,1496.6,46,,,,12:05:41
12:05:51,A,12:05:41,617.65,1492.6,46,,,,12:05:51
12:06:01,A,12:05:51,626.09,1496.9,46,,,,12:06:01
12:06:11,A,12:06:01,631.46,1495.9,46,,,,12:06:11
12:06:21,A,12:06:11,630.19,1496.1,46,,,,12:06:21
12:06:31,A,12:06:21,626.73,1498.7,46,,,,12:06:31
12:06:41,A,12:06:31,631.16,1498.7,46,,,,12:06:41
12:06:51,A,12:06:41,620.72,1498,46,,,,12:06:51
12:07:01,A,12:06:51,629.6,1498.7,46,,,,12:07:01
12:07:11,A,12:07:01,633.51,1498.9,46,,,,12:07:11
12:07:21,A,12:07:11,628.27,1498.9,46,,,,12:07:21
12:07:31,A,12:07:21,625.92,1495.7,46,,,,12:07:31
12:07:41,A,12:07:31,626.14,1498.1,46,,,,12:07:41
12:07:51,A,12:07:41,626.49,1498.1,46,,,,12:07:51
12:08:01,A,12:07:51,625.38,1498.9,46,,,,12:08:01
12:08:11,A,12:08:01,617.72,1495.8,46,,,,12:08:11
12:08:21,A,12:08:11,626.99,1497.7,46,,,,12:08:21
12:08:31,A,12:08:21,625.28,1495.9,46,,,,12:08:31
12:08:41,A,12:08:31,628.39,1497.1,46,,,,12:08:41
12:08:51,A,12:08:41,623.05,1496.9,46,,,,12:08:51
12:09:01,A,12:08:51,622.93,1498.8,46,,,,12:09:01
12:09:11,A,12:09:01,621.79,1497.1,46,,,,12:09:11
12:09:21,A,12:09:11,629.83,1498.2,46,,,,12:09:21
12:09:31,A,12:09:21,626.13,1499,46,,,,12:09:31
12:09:41,A,12:09:31,620.68,1496.9,46,,,,12:09:41
12:09:51,A,12:09:41,624.31,1498.1,46,,,,12:09:51
12:10:01,A,12:09:51,631.07,1498.9,46,,,,12:10:01
12:10:11,A,12:10:01,629.08,1498.2,46,,,,12:10:11
12:10:21,A,12:10:11,627.4,1499,46,,,,12:10:21
12:10:31,A,12:10:21,623.65,1499,46,,,,12:10:31
12:10:41,A,12:10:31,620.99,1499.1,46,,,,12:10:41
12:10:51,A,12:10:41,627.91,1498.1,46,,,,12:10:51
12:11:01,A,12:10:51,627.55,1499,46,,,,12:11:01
12:11:11,A,12:11:01,626.48,1498.9,46,,,,12:11:11
12:11:21,A,12:11:11,626.12,1498.9,46,,,,12:11:21
12:11:31,A,12:11:21,625.17,1499.1,46,,,,12:11:31
12:11:41,A,12:11:31,629.43,1499.1,46,,,,12:11:41
12:11:51,A,12:11:41,628.65,1499.1,46,,,,12:11:51
12:12:01,A,12:11:51,624.95,1497.2,46,,,,12:12:01
12:12:11,A,12:12:01,622.08,1498.4,46,,,,12:12:11
