# MEASURE 
# Avg: 0.0000
# Median: 0.0000
# Mode: 0.0000
# Max: 0.0000
# Min: 0.0000
# MEASURE 
# Avg: 0.0000
# Median: 0.0000
# Mode: 0.0000
# Max: 0.0000
# Min: 0.0000
# \DEVICE          : G 608ST-60802901
# \MODE            : STORED
# DATE             : 06.05.2026
# TIME             : 09:05:49
# Par.Record       :
# Meas. Point No.: : B:1191
# Outer Diameter  :      76.0 mm
# Wall Thickness  :       3.4 mm
# Roughness       :       0.1 mm
# Pipe Material   : Carbon Steel
# Lining           : WITHOUT LINING
# Medium           : Water
# Medium Temperat.:      20.0 C
# Transducer Type  : CDM1N5213047
# Sound Path       :         2 NUM
# Transd. Distance :       5.6 mm
# Damping          :        10 s
# Full-Scale Val.  :           m3/h
# Current Loop     :           mA
# Storage Rate     :  00:00:01 SAMPLES
# Physic. Quant.   : Volume flow
# Unit Of Measure  : [m3/h]/[m3]
# Numb.Of Meas.Val :        70

TIME,TIME,CHANNEL,MEASURE,SSPEED,AMP,SCNR,TIME
09:05:49,09:05:49,B,0.0,1618.0,43.0,09:05:49
09:05:50,09:05:50,B,0.0,1618.0,43.0,09:05:50
09:05:51,09:05:51,B,0.0,1618.0,43.0,09:05:51
09:05:52,09:05:52,B,0.0,1618.0,43.0,09:05:52
09:05:53,09:05:53,B,0.0,1618.0,43.0,09:05:53
09:05:54,09:05:54,B,???,1593.1,42.0,09:05:54
09:05:55,09:05:55,B,???,1593.1,42.0,09:05:55
09:05:56,09:05:56,B,???,1593.1,42.0,09:05:56
09:05:57,09:05:57,B,???,1593.1,42.0,09:05:57
09:05:58,09:05:58,B,???,1570.9,42.0,09:05:58
09:05:59,09:05:59,B,???,1570.9,42.0,09:05:59
09:06:00,09:06:00,B,???,1570.9,42.0,09:06:00
09:06:01,09:06:01,B,???,1570.9,42.0,09:06:01
09:06:02,09:06:02,B,???,1570.9,42.0,09:06:02
09:06:03,09:06:03,B,???,1581.7,39.0,09:06:03
09:06:04,09:06:04,B,???,1581.7,39.0,09:06:04
09:06:05,09:06:05,B,???,1581.7,39.0,09:06:05
09:06:06,09:06:06,B,???,1581.7,39.0,09:06:06
09:06:07,09:06:07,B,???,37.0,09:06:07
09:06:08,09:06:08,B,???,37.0,09:06:08
09:06:09,09:06:09,B,???,1592.2,41.0,09:06:09
09:06:10,09:06:10,B,???,1592.2,41.0,09:06:10
09:06:11,09:06:11,B,???,1592.2,41.0,09:06:11
09:06:12,09:06:12,B,???,1592.2,41.0,09:06:12
09:06:13,09:06:13,B,???,1592.2,41.0,09:06:13
09:06:14,09:06:14,B,0.0,1562.2,48.0,09:06:14
09:06:15,09:06:15,B,0.0,1562.2,48.0,09:06:15
09:06:16,09:06:16,B,0.0,1562.2,48.0,09:06:16
09:06:17,09:06:17,B,0.0,1551.4,43.0,09:06:17
09:06:18,09:06:18,B,0.0,1551.4,43.0,09:06:18
09:06:19,09:06:19,B,0.0,1551.4,43.0,09:06:19
09:06:20,09:06:20,B,0.0,1542.0,44.0,09:06:20
09:06:21,09:06:21,B,0.0,1542.0,44.0,09:06:21
09:06:22,09:06:22,B,0.0,1542.0,44.0,09:06:22
09:06:23,09:06:23,B,0.0,1542.0,44.0,09:06:23
09:06:24,09:06:24,B,0.0,1542.0,44.0,09:06:24
09:06:25,09:06:25,B,0.0,1542.0,44.0,09:06:25
09:06:26,09:06:26,B,0.0,1542.0,44.0,09:06:26
09:06:27,09:06:27,B,???,14.0,09:06:27
09:06:28,09:06:28,B,???,14.0,09:06:28
09:06:29,09:06:29,B,???,14.0,09:06:29
09:06:30,09:06:30,B,???,14.0,09:06:30
09:06:31,09:06:31,B,???,14.0,09:06:31
09:06:32,09:06:32,B,???,12.0,09:06:32
09:06:33,09:06:33,B,???,12.0,09:06:33
09:06:34,09:06:34,B,???,12.0,09:06:34
09:06:35,09:06:35,B,???,12.0,09:06:35
09:06:36,09:06:36,B,???,12.0,09:06:36
09:06:37,09:06:37,B,???,12.0,09:06:37
09:06:38,09:06:38,B,0.0,1593.9,32.0,09:06:38
09:06:39,09:06:39,B,0.0,1593.9,32.0,09:06:39
09:06:40,09:06:40,B,0.0,1593.9,32.0,09:06:40
09:06:41,09:06:41,B,???,1635.0,30.0,09:06:41
09:06:42,09:06:42,B,???,1635.0,30.0,09:06:42
09:06:43,09:06:43,B,???,1635.0,30.0,09:06:43
09:06:44,09:06:44,B,???,1635.0,30.0,09:06:44
09:06:45,09:06:45,B,???,1635.0,30.0,09:06:45
09:06:46,09:06:46,B,???,1635.0,30.0,09:06:46
09:06:47,09:06:47,B,???,36.0,09:06:47
09:06:48,09:06:48,B,???,36.0,09:06:48
09:06:49,09:06:49,B,???,36.0,09:06:49
09:06:50,09:06:50,B,???,1697.9,34.0,09:06:50
09:06:51,09:06:51,B,???,1697.9,34.0,09:06:51
09:06:52,09:06:52,B,???,1697.9,34.0,09:06:52
09:06:53,09:06:53,B,???,1697.9,34.0,09:06:53
09:06:54,09:06:54,B,???,11.0,09:06:54
09:06:55,09:06:55,B,???,11.0,09:06:55
09:06:56,09:06:56,B,???,11.0,09:06:56
09:06:57,09:06:57,B,???,11.0,09:06:57
09:06:58,09:06:58,B,???,11.0,09:06:58
