# \DEVICE          : G 608ST-60802901
# \MODE            : STORED
# DATE             : 04.05.2026
# TIME             : 11:21:42
# Par.Record       :
# Meas. Point No.: : B:3-100-04
# Outer Diameter  :     141.0 mm
# Wall Thickness  :       4.0 mm
# Roughness       :       0.1 mm
# Pipe Material   : Carbon Steel
# Lining           : WITHOUT LINING
# Medium           : Water
# Medium Temperat.:      20.0 C
# Transducer Type  : CDM1N5213047
# Sound Path       :         2 NUM
# Transd. Distance :      56.4 mm
# Damping          :        10 s
# Full-Scale Val.  :           m3/h
# Current Loop     :           mA
# Storage Rate     :  00:00:01 SAMPLES
# Physic. Quant.   : Volume flow
# Unit Of Measure  : [m3/h]/[m3]
# Numb.Of Meas.Val :       114
# Average MEASURE: 67.21215189873418
# Average SSPEED: 1150.217543859649

CHANNEL,MEASURE,SSPEED,AMP,SCNR
B,69.76,1585.9,30.0
B,69.76,1585.9,30.0
B,69.76,1585.9,30.0
B,71.83,1553.3,32.0
B,73.24,1553.3,32.0
B,73.26,1553.3,32.0
B,73.26,1553.3,32.0
B,76.2,1559.9,34.0
B,76.2,1559.9,34.0
B,72.76,1556.9,29.0
B,71.83,1556.9,29.0
B,69.75,1556.8,32.0
B,72.53,1556.8,32.0
B,75.37,1558.0,32.0
B,78.03,1558.0,32.0
B,77.28,1555.9,30.0
B,72.9,1555.9,30.0
B,72.9,1555.9,30.0
B,71.48,1552.3,28.0
B,68.71,1552.3,28.0
B,67.67,1552.0,28.0
B,68.29,1552.0,28.0
B,68.73,1554.5,29.0
B,71.46,1554.5,29.0
B,71.46,1554.5,29.0
B,73.81,1556.9,29.0
B,74.79,1556.9,29.0
B,73.38,1556.4,29.0
B,70.77,1556.4,29.0
B,70.77,1556.4,29.0
B,69.39,1548.0,26.0
B,69.65,1548.0,26.0
B,71.85,1548.0,26.0
B,74.6,1548.8,29.0
B,75.3,1548.8,29.0
B,75.3,1548.8,29.0
B,74.48,1549.8,29.0
B,74.48,1549.8,29.0
B,???,1550.6,26.0
B,???,1550.6,26.0
B,???,1550.6,26.0
B,???,1550.6,26.0
B,???,23.0
B,???,23.0
B,73.29,1551.8,25.0
B,???,1551.8,25.0
B,71.83,1551.8,25.0
B,71.83,1551.8,25.0
B,68.97,1544.4,32.0
B,67.89,1544.4,32.0
B,66.69,1544.4,32.0
B,64.25,1533.9,33.0
B,63.05,1533.9,33.0
B,63.05,1533.9,33.0
B,60.78,1527.0,32.0
B,60.78,1527.0,32.0
B,59.51,1521.2,32.0
B,59.16,1521.2,32.0
B,58.26,1517.1,32.0
B,58.34,1517.1,32.0
B,58.43,1515.4,32.0
B,58.84,1515.4,32.0
B,59.15,1513.4,32.0
B,59.19,1513.4,32.0
B,59.19,1513.4,32.0
B,59.67,1510.3,32.0
B,59.57,1510.3,32.0
B,59.77,1509.1,32.0
B,60.26,1509.1,32.0
B,59.58,1507.3,33.0
B,58.6,1507.3,33.0
B,58.27,1507.4,28.0
B,56.95,1507.4,28.0
B,56.95,1507.4,28.0
B,54.25,1504.7,30.0
B,54.25,1504.7,30.0
B,56.38,1510.0,30.0
B,59.56,1510.0,30.0
B,60.95,1506.8,30.0
B,64.36,1506.8,30.0
B,64.36,1506.8,30.0
B,69.59,1512.6,30.0
B,69.59,1512.6,30.0
B,70.65,1517.8,31.0
B,70.83,1517.8,31.0
B,69.9,1523.3,31.0
B,???,1523.3,31.0
B,???,11.0
B,???,11.0
B,???,11.0
B,???,11.0
B,???,11.0
B,???,13.0
B,???,15.0
B,???,15.0
B,???,15.0
B,???,13.0
B,???,13.0
B,???,14.0
B,???,14.0
B,???,13.0
B,???,13.0
B,???,13.0
B,???,13.0
B,???,13.0
B,???,13.0
B,???,13.0
B,???,13.0
B,???,13.0
B,???,13.0
B,???,13.0
B,???,15.0
B,???,15.0
B,???,13.0
