# \DEVICE          : G 608ST-60802901
# \MODE            : STORED
# DATE             : 04.05.2026
# TIME             : 08:51:47
# Par.Record       :
# Meas. Point No.: : B:3-900-02
# Outer Diameter  :     204.0 mm
# Wall Thickness  :       2.0 mm
# Roughness       :       0.0 mm
# Pipe Material   : Stainless Steel
# Lining           : WITHOUT LINING
# Medium           : Water
# Medium Temperat.:      20.0 C
# Transducer Type  : CDM1N5213047
# Sound Path       :         2 NUM
# Transd. Distance :     102.6 mm
# Damping          :        10 s
# Full-Scale Val.  :           m3/h
# Current Loop     :           mA
# Storage Rate     :  00:00:01 SAMPLES
# Physic. Quant.   : Volume flow
# Unit Of Measure  : [m3/h]/[m3]
# Numb.Of Meas.Val :       109
# Average MEASURE: 60.20777777777778
# Average SSPEED: 702.1155963302753

CHANNEL,MEASURE,SSPEED,AMP,SCNR
B,???,13.0
B,???,13.0
B,-57.57,1152.5,35.0
B,-57.57,1152.5,35.0
B,???,1157.1,34.0
B,???,1157.1,34.0
B,???,13.0
B,???,13.0
B,???,13.0
B,???,13.0
B,???,19.0
B,???,19.0
B,???,17.0
B,???,16.0
B,???,16.0
B,???,17.0
B,???,17.0
B,???,19.0
B,???,18.0
B,???,18.0
B,???,19.0
B,???,21.0
B,???,21.0
B,???,17.0
B,???,16.0
B,???,16.0
B,???,13.0
B,???,13.0
B,???,13.0
B,???,13.0
B,???,13.0
B,???,13.0
B,???,13.0
B,???,13.0
B,???,13.0
B,???,14.0
B,???,14.0
B,???,14.0
B,???,13.0
B,???,13.0
B,???,13.0
B,???,13.0
B,???,13.0
B,???,13.0
B,???,28.0
B,???,1154.2,30.0
B,???,1154.2,30.0
B,???,1154.2,30.0
B,???,1154.2,30.0
B,???,33.0
B,???,33.0
B,???,33.0
B,???,1177.4,31.0
B,???,1177.4,31.0
B,???,1177.4,31.0
B,???,1177.4,31.0
B,???,1177.4,31.0
B,???,1174.0,32.0
B,12.63,1174.0,32.0
B,23.74,1174.0,32.0
B,23.74,1174.0,32.0
B,49.13,1173.4,34.0
B,55.86,1173.4,34.0
B,58.69,1168.7,35.0
B,67.91,1168.7,35.0
B,67.91,1168.7,35.0
B,68.58,1164.1,34.0
B,68.47,1164.1,34.0
B,66.83,1159.4,34.0
B,61.12,1159.4,34.0
B,61.12,1159.4,34.0
B,61.09,1156.3,34.0
B,???,1156.3,34.0
B,62.71,1214.2,37.0
B,69.47,1214.2,37.0
B,69.47,1214.2,37.0
B,73.02,1263.9,38.0
B,76.38,1263.9,38.0
B,76.47,1313.9,38.0
B,76.4,1313.9,38.0
B,76.4,1313.9,38.0
B,76.94,1363.7,38.0
B,76.87,1363.7,38.0
B,76.87,1363.7,38.0
B,77.77,1413.5,37.0
B,77.86,1413.5,37.0
B,78.0,1463.5,36.0
B,77.27,1463.5,36.0
B,77.27,1463.5,36.0
B,74.68,1463.5,36.0
B,74.58,1463.5,36.0
B,74.79,1463.6,36.0
B,75.86,1463.6,36.0
B,75.86,1463.6,36.0
B,???,35.0
B,???,35.0
B,73.27,1401.2,34.0
B,67.45,1401.2,34.0
B,64.55,1338.9,35.0
B,60.37,1338.9,35.0
B,60.37,1338.9,35.0
B,59.06,1279.3,34.0
B,58.83,1279.3,34.0
B,58.83,1279.3,34.0
B,???,1253.6,34.0
B,???,1253.6,34.0
B,???,13.0
B,???,13.0
B,???,13.0
