# MEASURE 
# Avg: 0.4415
# Median: 0.3700
# Mode: 0.0000
# Max: 0.8800
# Min: -0.2200
# MEASURE 
# Avg: 0.4415
# Median: 0.3700
# Mode: 0.0000
# Max: 0.8800
# Min: -0.2200
# \DEVICE          : G 608ST-60802901
# \MODE            : STORED
# DATE             : 04.05.2026
# TIME             : 08:07:55
# Par.Record       :
# Meas. Point No.: : B:-303
# Outer Diameter  :      60.3 mm
# Wall Thickness  :       3.6 mm
# Roughness       :       0.1 mm
# Pipe Material   : Carbon Steel
# Lining           : WITHOUT LINING
# Medium           : Water
# Medium Temperat.:      20.0 C
# Transducer Type  : CDM1N5213047
# Sound Path       :         4 NUM
# Transd. Distance :      34.7 mm
# Damping          :        10 s
# Full-Scale Val.  :           m3/h
# Current Loop     :           mA
# Storage Rate     :  00:00:01 SAMPLES
# Physic. Quant.   : Volume flow
# Unit Of Measure  : [m3/h]/[m3]
# Numb.Of Meas.Val :        64

TIME,TIME,CHANNEL,MEASURE,SSPEED,AMP,SCNR,TIME
08:07:55,08:07:55,B,-0.22,2705.7,24.0,08:07:55
08:07:56,08:07:56,B,-0.22,2705.7,24.0,08:07:56
08:07:57,08:07:57,B,0.0,2734.5,22.0,08:07:57
08:07:58,08:07:58,B,0.37,2734.5,22.0,08:07:58
08:07:59,08:07:59,B,0.54,2734.5,22.0,08:07:59
08:08:00,08:08:00,B,0.54,2734.5,22.0,08:08:00
08:08:01,08:08:01,B,0.73,2671.9,23.0,08:08:01
08:08:02,08:08:02,B,0.73,2671.9,23.0,08:08:02
08:08:03,08:08:03,B,0.73,2671.9,23.0,08:08:03
08:08:04,08:08:04,B,0.73,2671.9,23.0,08:08:04
08:08:05,08:08:05,B,0.7,2641.6,22.0,08:08:05
08:08:06,08:08:06,B,0.77,2641.6,22.0,08:08:06
08:08:07,08:08:07,B,0.77,2641.6,22.0,08:08:07
08:08:08,08:08:08,B,0.77,2641.6,22.0,08:08:08
08:08:09,08:08:09,B,0.86,2623.9,23.0,08:08:09
08:08:10,08:08:10,B,0.86,2623.9,23.0,08:08:10
08:08:11,08:08:11,B,0.88,2623.9,23.0,08:08:11
08:08:12,08:08:12,B,0.88,2590.7,23.0,08:08:12
08:08:13,08:08:13,B,0.76,2590.7,23.0,08:08:13
08:08:14,08:08:14,B,0.68,2590.7,23.0,08:08:14
08:08:15,08:08:15,B,0.68,2590.7,23.0,08:08:15
08:08:16,08:08:16,B,0.65,2580.3,23.0,08:08:16
08:08:17,08:08:17,B,0.63,2580.3,23.0,08:08:17
08:08:18,08:08:18,B,0.58,2580.3,23.0,08:08:18
08:08:19,08:08:19,B,0.58,2580.3,23.0,08:08:19
08:08:20,08:08:20,B,0.52,2570.6,23.0,08:08:20
08:08:21,08:08:21,B,0.53,2570.6,23.0,08:08:21
08:08:22,08:08:22,B,0.5,2570.6,23.0,08:08:22
08:08:23,08:08:23,B,0.45,2592.7,21.0,08:08:23
08:08:24,08:08:24,B,???,2592.7,21.0,08:08:24
08:08:25,08:08:25,B,0.36,2592.7,21.0,08:08:25
08:08:26,08:08:26,B,0.36,2592.7,21.0,08:08:26
08:08:27,08:08:27,B,0.37,2614.8,21.0,08:08:27
08:08:28,08:08:28,B,???,2614.8,21.0,08:08:28
08:08:29,08:08:29,B,???,2614.8,21.0,08:08:29
08:08:30,08:08:30,B,???,2614.8,21.0,08:08:30
08:08:31,08:08:31,B,0.29,2614.0,20.0,08:08:31
08:08:32,08:08:32,B,0.26,2614.0,20.0,08:08:32
08:08:33,08:08:33,B,0.24,2614.0,20.0,08:08:33
08:08:34,08:08:34,B,0.21,2610.9,21.0,08:08:34
08:08:35,08:08:35,B,0.0,2610.9,21.0,08:08:35
08:08:36,08:08:36,B,0.0,2610.9,21.0,08:08:36
08:08:37,08:08:37,B,0.0,2610.9,21.0,08:08:37
08:08:38,08:08:38,B,0.0,2596.8,21.0,08:08:38
08:08:39,08:08:39,B,0.36,2596.8,21.0,08:08:39
08:08:40,08:08:40,B,0.35,2596.8,21.0,08:08:40
08:08:41,08:08:41,B,0.35,2596.8,21.0,08:08:41
08:08:42,08:08:42,B,0.33,2588.4,22.0,08:08:42
08:08:43,08:08:43,B,0.34,2588.4,22.0,08:08:43
08:08:44,08:08:44,B,0.37,2588.4,22.0,08:08:44
08:08:45,08:08:45,B,0.37,2588.4,22.0,08:08:45
08:08:46,08:08:46,B,0.34,2511.6,18.0,08:08:46
08:08:47,08:08:47,B,0.28,2511.6,18.0,08:08:47
08:08:48,08:08:48,B,0.34,2511.6,18.0,08:08:48
08:08:49,08:08:49,B,0.35,2521.6,21.0,08:08:49
08:08:50,08:08:50,B,???,2521.6,21.0,08:08:50
08:08:51,08:08:51,B,0.33,2521.6,21.0,08:08:51
08:08:52,08:08:52,B,0.33,2521.6,21.0,08:08:52
08:08:53,08:08:53,B,0.33,2521.6,21.0,08:08:53
08:08:54,08:08:54,B,???,21.0,08:08:54
08:08:55,08:08:55,B,???,21.0,08:08:55
08:08:56,08:08:56,B,???,21.0,08:08:56
08:08:57,08:08:57,B,???,11.0,08:08:57
08:08:58,08:08:58,B,???,11.0,08:08:58
