# \DEVICE          : G 608ST-60802901
# \MODE            : STORED
# DATE             : 12.05.2026
# TIME             : 11:11:17
# Par.Record       :
# Meas. Point No.: : B:8105
# Outer Diameter  :     168.3 mm
# Wall Thickness  :       5.0 mm
# Roughness       :       0.1 mm
# Pipe Material   : Carbon Steel
# Lining           : WITHOUT LINING
# Medium           : Water
# Medium Temperat.:      20.0 C
# Transducer Type  : CDM1N5213047
# Sound Path       :         2 NUM
# Transd. Distance :      78.5 mm
# Damping          :        10 s
# Full-Scale Val.  :           m3/h
# Current Loop     :           mA
# Storage Rate     :  00:00:01 SAMPLES
# Physic. Quant.   : Volume flow
# Unit Of Measure  : [m3/h]/[m3]
# Numb.Of Meas.Val :       173

TIME;CHANNEL;MEASURE;AMP;SCNR;
11:11:17;B;???;38.0;
11:11:18;B;???;38.0;
11:11:19;B;???;38.0;
11:11:20;B;???;38.0;
11:11:21;B;???;38.0;
11:11:22;B;???;38.0;
11:11:23;B;???;34.0;
11:11:24;B;???;34.0;
11:11:25;B;???;34.0;
11:11:26;B;???;33.0;
11:11:27;B;???;34.0;
11:11:28;B;???;36.0;
11:11:29;B;???;36.0;
11:11:30;B;???;34.0;
11:11:31;B;???;34.0;
11:11:32;B;???;32.0;
11:11:33;B;???;36.0;
11:11:34;B;???;33.0;
11:11:35;B;???;33.0;
11:11:36;B;???;36.0;
11:11:37;B;???;37.0;
11:11:38;B;???;37.0;
11:11:39;B;???;16.0;
11:11:40;B;???;32.0;
11:11:41;B;???;32.0;
11:11:42;B;???;34.0;
11:11:43;B;???;34.0;
11:11:44;B;???;37.0;
11:11:45;B;???;37.0;
11:11:46;B;???;33.0;
11:11:47;B;???;33.0;
11:11:48;B;???;34.0;
11:11:49;B;???;34.0;
11:11:50;B;???;34.0;
11:11:51;B;???;40.0;
11:11:52;B;???;40.0;
11:11:53;B;???;35.0;
11:11:54;B;???;35.0;
11:11:55;B;???;35.0;
11:11:56;B;???;36.0;
11:11:57;B;???;36.0;
11:11:58;B;???;38.0;
11:11:59;B;???;38.0;
11:12:00;B;???;38.0;
11:12:01;B;???;15.0;
11:12:02;B;???;15.0;
11:12:03;B;???;15.0;
11:12:04;B;???;38.0;
11:12:05;B;???;38.0;
11:12:06;B;???;38.0;
11:12:07;B;???;38.0;
11:12:08;B;???;38.0;
11:12:09;B;???;38.0;
11:12:10;B;???;38.0;
11:12:11;B;???;40.0;
11:12:12;B;???;40.0;
11:12:13;B;???;38.0;
11:12:14;B;???;38.0;
11:12:15;B;???;38.0;
11:12:16;B;???;38.0;
11:12:17;B;???;38.0;
11:12:18;B;???;38.0;
11:12:19;B;???;38.0;
11:12:20;B;???;37.0;
11:12:21;B;???;37.0;
11:12:22;B;???;37.0;
11:12:23;B;???;36.0;
11:12:24;B;???;36.0;
11:12:25;B;???;36.0;
11:12:26;B;???;36.0;
11:12:27;B;???;36.0;
11:12:28;B;???;36.0;
11:12:29;B;???;36.0;
11:12:30;B;???;36.0;
11:12:31;B;???;36.0;
11:12:32;B;???;36.0;
11:12:33;B;???;35.0;
11:12:34;B;???;35.0;
11:12:35;B;???;36.0;
11:12:36;B;???;36.0;
11:12:37;B;???;38.0;
11:12:38;B;???;38.0;
11:12:39;B;???;38.0;
11:12:40;B;???;38.0;
11:12:41;B;???;38.0;
11:12:42;B;???;39.0;
11:12:43;B;???;39.0;
11:12:44;B;???;39.0;
11:12:45;B;???;36.0;
11:12:46;B;???;36.0;
11:12:47;B;???;37.0;
11:12:48;B;???;37.0;
11:12:49;B;???;37.0;
11:12:50;B;???;33.0;
11:12:51;B;???;33.0;
11:12:52;B;???;34.0;
11:12:53;B;???;34.0;
11:12:54;B;???;34.0;
11:12:55;B;???;39.0;
11:12:56;B;???;39.0;
11:12:57;B;???;34.0;
11:12:58;B;???;34.0;
11:12:59;B;???;33.0;
11:13:00;B;???;33.0;
11:13:01;B;???;33.0;
11:13:02;B;???;33.0;
11:13:03;B;???;33.0;
11:13:04;B;???;37.0;
11:13:05;B;???;37.0;
11:13:06;B;???;37.0;
11:13:07;B;???;31.0;
11:13:08;B;???;31.0;
11:13:09;B;???;36.0;
11:13:10;B;???;36.0;
11:13:11;B;???;32.0;
11:13:12;B;???;32.0;
11:13:13;B;???;32.0;
11:13:14;B;???;34.0;
11:13:15;B;???;34.0;
11:13:16;B;???;34.0;
11:13:17;B;???;32.0;
11:13:18;B;???;32.0;
11:13:19;B;???;31.0;
11:13:20;B;???;31.0;
11:13:21;B;???;37.0;
11:13:22;B;???;37.0;
11:13:23;B;???;37.0;
11:13:24;B;???;38.0;
11:13:25;B;???;38.0;
11:13:26;B;???;40.0;
11:13:27;B;???;40.0;
11:13:28;B;???;40.0;
11:13:29;B;???;42.0;
11:13:30;B;???;42.0;
11:13:31;B;???;42.0;
11:13:32;B;???;42.0;
11:13:33;B;???;42.0;
11:13:34;B;???;40.0;
11:13:35;B;???;40.0;
11:13:36;B;???;40.0;
11:13:37;B;???;40.0;
11:13:38;B;???;40.0;
11:13:39;B;???;42.0;
11:13:40;B;???;42.0;
11:13:41;B;???;41.0;
11:13:42;B;???;41.0;
11:13:43;B;???;40.0;
11:13:44;B;???;40.0;
11:13:45;B;???;40.0;
11:13:46;B;???;40.0;
11:13:47;B;???;40.0;
11:13:48;B;???;40.0;
11:13:49;B;???;40.0;
11:13:50;B;???;42.0;
11:13:51;B;???;42.0;
11:13:52;B;???;42.0;
11:13:53;B;???;42.0;
11:13:54;B;???;42.0;
11:13:55;B;???;40.0;
11:13:56;B;???;40.0;
11:13:57;B;???;38.0;
11:13:58;B;???;38.0;
11:13:59;B;???;38.0;
11:14:00;B;???;24.0;
11:14:01;B;???;24.0;
11:14:02;B;???;30.0;
11:14:03;B;???;30.0;
11:14:04;B;???;30.0;
11:14:05;B;???;32.0;
11:14:06;B;???;32.0;
11:14:07;B;???;34.0;
11:14:08;B;???;34.0;
11:14:09;B;???;34.0;
