# \DEVICE          : G 608ST-60802901
# \MODE            : STORED
# DATE             : 04.05.2026
# TIME             : 11:13:05
# Par.Record       :
# Meas. Point No.: : B:3-100-01
# Outer Diameter  :     220.0 mm
# Wall Thickness  :       5.5 mm
# Roughness       :       0.1 mm
# Pipe Material   : Carbon Steel
# Lining           : WITHOUT LINING
# Medium           : Water
# Medium Temperat.:      20.0 C
# Transducer Type  : CDM1N5213047
# Sound Path       :         2 NUM
# Transd. Distance :     118.9 mm
# Damping          :        10 s
# Full-Scale Val.  :           m3/h
# Current Loop     :           mA
# Storage Rate     :  00:00:01 SAMPLES
# Physic. Quant.   : Volume flow
# Unit Of Measure  : [m3/h]/[m3]
# Numb.Of Meas.Val :       132
# Average MEASURE: 72.59738095238096
# Average SSPEED: 968.5674242424242

CHANNEL,MEASURE,SSPEED,AMP,SCNR
B,-94.36,1525.4,34.0
B,-94.36,1525.4,34.0
B,-94.36,1525.4,34.0
B,-93.48,1527.0,32.0
B,-92.29,1527.0,32.0
B,-92.29,1527.0,32.0
B,-92.29,1527.0,32.0
B,???,11.0
B,???,11.0
B,???,11.0
B,-72.51,1517.7,39.0
B,-39.38,1517.7,39.0
B,-6.1,1517.7,39.0
B,26.95,1517.7,39.0
B,59.21,1510.1,41.0
B,88.41,1510.1,41.0
B,87.33,1505.8,41.0
B,88.06,1505.8,41.0
B,88.31,1498.4,41.0
B,85.95,1498.4,41.0
B,88.05,1496.8,41.0
B,89.33,1495.5,41.0
B,86.09,1495.5,41.0
B,91.42,1494.3,40.0
B,91.41,1498.4,41.0
B,91.08,1498.4,41.0
B,94.05,1497.1,40.0
B,93.06,1501.5,40.0
B,89.81,1506.9,40.0
B,89.4,1506.9,40.0
B,93.84,1512.7,38.0
B,94.24,1519.5,38.0
B,93.19,1526.2,38.0
B,94.63,1526.2,38.0
B,96.7,1526.7,38.0
B,96.47,1526.3,38.0
B,96.02,1526.3,38.0
B,96.51,1526.8,38.0
B,96.79,1526.8,38.0
B,96.32,1527.1,38.0
B,96.15,1527.3,39.0
B,95.8,1527.0,39.0
B,96.34,1527.0,39.0
B,97.3,1526.8,39.0
B,97.62,1526.9,39.0
B,97.52,1526.9,39.0
B,97.06,1521.7,40.0
B,96.92,1521.7,40.0
B,97.37,1520.2,40.0
B,97.09,1520.9,40.0
B,97.16,1520.9,40.0
B,96.87,1520.9,40.0
B,96.46,1520.6,40.0
B,96.15,1520.7,40.0
B,96.11,1522.4,38.0
B,96.44,1522.4,38.0
B,96.3,1516.4,40.0
B,96.18,1516.4,40.0
B,96.19,1510.2,40.0
B,96.3,1513.5,40.0
B,96.08,1514.8,40.0
B,96.62,1514.8,40.0
B,96.29,1514.3,40.0
B,96.13,1515.8,38.0
B,95.65,1515.8,38.0
B,95.12,1517.8,38.0
B,95.12,1517.8,38.0
B,93.94,1518.5,39.0
B,93.78,1514.1,40.0
B,93.84,1517.0,40.0
B,93.31,1517.0,40.0
B,93.06,1518.3,39.0
B,93.4,1515.3,38.0
B,93.21,1515.3,38.0
B,93.36,1512.1,40.0
B,93.58,1508.9,40.0
B,93.58,1508.9,40.0
B,93.41,1505.9,40.0
B,93.83,1505.0,40.0
B,93.88,1504.0,40.0
B,94.32,1504.0,40.0
B,95.41,1509.8,40.0
B,95.71,1514.9,40.0
B,95.23,1514.9,40.0
B,95.21,1512.6,40.0
B,95.12,1517.5,40.0
B,95.45,1517.5,40.0
B,???,9.0
B,???,9.0
B,???,9.0
B,???,10.0
B,???,11.0
B,???,11.0
B,???,10.0
B,???,11.0
B,???,11.0
B,???,11.0
B,???,11.0
B,???,11.0
B,???,11.0
B,???,11.0
B,???,12.0
B,???,13.0
B,???,11.0
B,???,11.0
B,???,11.0
B,???,11.0
B,???,11.0
B,???,11.0
B,???,11.0
B,???,11.0
B,???,11.0
B,???,11.0
B,???,11.0
B,???,11.0
B,???,11.0
B,???,13.0
B,???,13.0
B,???,13.0
B,???,12.0
B,???,12.0
B,???,12.0
B,???,13.0
B,???,13.0
B,???,13.0
B,???,11.0
B,???,11.0
B,???,11.0
B,???,11.0
B,???,11.0
B,???,11.0
B,???,11.0
