10:44:06,10:44:06,B,178.09,1481.6,42.0,10:44:06
10:44:07,10:44:07,B,176.96,1481.6,42.0,10:44:07
10:44:08,10:44:08,B,176.93,1481.6,42.0,10:44:08
10:44:09,10:44:09,B,176.29,1481.5,42.0,10:44:09
10:44:10,10:44:10,B,176.35,1481.5,42.0,10:44:10
10:44:11,10:44:11,B,177.2,1481.5,42.0,10:44:11
10:44:12,10:44:12,B,176.47,1481.7,42.0,10:44:12
10:44:13,10:44:13,B,177.32,1481.9,42.0,10:44:13
10:44:14,10:44:14,B,176.23,1481.9,42.0,10:44:14
10:44:15,10:44:15,B,177.34,1482.1,42.0,10:44:15
10:44:16,10:44:16,B,177.34,1482.1,42.0,10:44:16
10:44:17,10:44:17,B,178.0,1482.5,42.0,10:44:17
10:44:18,10:44:18,B,178.55,1482.6,42.0,10:44:18
10:44:19,10:44:19,B,178.83,1482.7,42.0,10:44:19
10:44:20,10:44:20,B,179.31,1482.7,42.0,10:44:20
10:44:21,10:44:21,B,180.33,1482.6,42.0,10:44:21
10:44:22,10:44:22,B,181.13,1482.6,42.0,10:44:22
10:44:23,10:44:23,B,180.14,1482.5,42.0,10:44:23
10:44:24,10:44:24,B,180.68,1482.5,42.0,10:44:24
10:44:25,10:44:25,B,181.04,1482.5,42.0,10:44:25
10:44:26,10:44:26,B,180.99,1482.5,42.0,10:44:26
10:44:27,10:44:27,B,180.52,1482.5,42.0,10:44:27
10:44:28,10:44:28,B,179.89,1482.5,42.0,10:44:28
10:44:29,10:44:29,B,179.58,1482.5,42.0,10:44:29
10:44:30,10:44:30,B,179.84,1482.4,42.0,10:44:30
10:44:31,10:44:31,B,180.01,1482.4,43.0,10:44:31
10:44:32,10:44:32,B,179.54,1482.4,43.0,10:44:32
10:44:33,10:44:33,B,178.67,1482.3,42.0,10:44:33
10:44:34,10:44:34,B,177.9,1482.3,42.0,10:44:34
10:44:35,10:44:35,B,177.84,1482.3,42.0,10:44:35
10:44:36,10:44:36,B,177.61,1482.4,42.0,10:44:36
10:44:37,10:44:37,B,177.1,1482.5,42.0,10:44:37
10:44:38,10:44:38,B,175.82,1482.5,42.0,10:44:38
10:44:39,10:44:39,B,176.27,1483.0,42.0,10:44:39
10:44:40,10:44:40,B,175.13,1484.1,42.0,10:44:40
10:44:41,10:44:41,B,175.21,1484.1,42.0,10:44:41
10:44:42,10:44:42,B,176.66,1485.6,41.0,10:44:42
10:44:43,10:44:43,B,176.7,1487.6,40.0,10:44:43
10:44:44,10:44:44,B,177.16,1487.6,40.0,10:44:44
10:44:45,10:44:45,B,178.32,1489.5,41.0,10:44:45
10:44:46,10:44:46,B,178.72,1491.5,40.0,10:44:46
10:44:47,10:44:47,B,179.95,1491.5,40.0,10:44:47
10:44:48,10:44:48,B,180.18,1493.5,40.0,10:44:48
10:44:49,10:44:49,B,180.05,1495.3,40.0,10:44:49
10:44:50,10:44:50,B,180.22,1495.3,40.0,10:44:50
10:44:51,10:44:51,B,182.17,1495.6,41.0,10:44:51
10:44:52,10:44:52,B,182.18,1496.0,41.0,10:44:52
10:44:53,10:44:53,B,181.48,1496.0,41.0,10:44:53
10:44:54,10:44:54,B,182.7,1496.1,42.0,10:44:54
10:44:55,10:44:55,B,182.95,1496.3,42.0,10:44:55
