# MEASURE 
# Avg: 183.4950
# Median: 181.0100
# Mode: 198.5800
# Max: 205.2700
# Min: 175.1300
# MEASURE 
# Avg: 183.4950
# Median: 181.0100
# Mode: 198.5800
# Max: 205.2700
# Min: 175.1300
# \DEVICE          : G 608ST-60802901
# \MODE            : STORED
# DATE             : 04.05.2026
# TIME             : 10:43:12
# Par.Record       :
# Meas. Point No.: : B:273
# Outer Diameter  :     273.0 mm
# Wall Thickness  :       5.0 mm
# Roughness       :       0.1 mm
# Pipe Material   : Carbon Steel
# Lining           : WITHOUT LINING
# Medium           : Water
# Medium Temperat.:      20.0 C
# Transducer Type  : CDM1N5213047
# Sound Path       :         2 NUM
# Transd. Distance :     159.3 mm
# Damping          :        10 s
# Full-Scale Val.  :           m3/h
# Current Loop     :           mA
# Storage Rate     :  00:00:01 SAMPLES
# Physic. Quant.   : Volume flow
# Unit Of Measure  : [m3/h]/[m3]
# Numb.Of Meas.Val :       104

TIME,TIME,CHANNEL,MEASURE,SSPEED,AMP,SCNR,TIME
10:43:12,10:43:12,B,198.58,1502.4,36.0,10:43:12
10:43:13,10:43:13,B,198.58,1502.4,36.0,10:43:13
10:43:14,10:43:14,B,185.17,1493.6,37.0,10:43:14
10:43:15,10:43:15,B,178.18,1491.0,38.0,10:43:15
10:43:16,10:43:16,B,180.38,1491.0,38.0,10:43:16
10:43:17,10:43:17,B,178.54,1489.6,37.0,10:43:17
10:43:18,10:43:18,B,181.55,1488.9,36.0,10:43:18
10:43:19,10:43:19,B,186.83,1487.5,36.0,10:43:19
10:43:20,10:43:20,B,188.32,1487.5,36.0,10:43:20
10:43:21,10:43:21,B,184.5,1491.1,34.0,10:43:21
10:43:22,10:43:22,B,190.24,1495.9,34.0,10:43:22
10:43:23,10:43:23,B,188.99,1495.9,34.0,10:43:23
10:43:24,10:43:24,B,193.28,1500.2,34.0,10:43:24
10:43:25,10:43:25,B,197.66,1504.7,34.0,10:43:25
10:43:26,10:43:26,B,199.84,1504.7,34.0,10:43:26
10:43:27,10:43:27,B,205.27,1512.8,34.0,10:43:27
10:43:28,10:43:28,B,196.51,1516.6,35.0,10:43:28
10:43:29,10:43:29,B,190.02,1515.7,35.0,10:43:29
10:43:30,10:43:30,B,189.76,1515.7,35.0,10:43:30
10:43:31,10:43:31,B,188.58,1514.8,34.0,10:43:31
10:43:32,10:43:32,B,185.03,1516.1,36.0,10:43:32
10:43:33,10:43:33,B,185.26,1516.1,36.0,10:43:33
10:43:34,10:43:34,B,185.11,1515.1,35.0,10:43:34
10:43:35,10:43:35,B,185.56,1514.5,35.0,10:43:35
10:43:36,10:43:36,B,186.38,1514.5,35.0,10:43:36
10:43:37,10:43:37,B,186.8,1512.9,36.0,10:43:37
10:43:38,10:43:38,B,186.87,1510.9,36.0,10:43:38
10:43:39,10:43:39,B,186.61,1510.9,36.0,10:43:39
10:43:40,10:43:40,B,188.07,1508.4,35.0,10:43:40
10:43:41,10:43:41,B,189.61,1511.4,36.0,10:43:41
10:43:42,10:43:42,B,190.49,1510.6,36.0,10:43:42
10:43:43,10:43:43,B,191.26,1510.6,36.0,10:43:43
10:43:44,10:43:44,B,191.88,1514.7,36.0,10:43:44
10:43:45,10:43:45,B,191.89,1517.9,36.0,10:43:45
10:43:46,10:43:46,B,192.34,1517.9,36.0,10:43:46
10:43:47,10:43:47,B,193.94,1518.3,35.0,10:43:47
10:43:48,10:43:48,B,193.93,1514.0,37.0,10:43:48
10:43:49,10:43:49,B,192.21,1514.0,37.0,10:43:49
10:43:50,10:43:50,B,191.42,1509.4,38.0,10:43:50
10:43:51,10:43:51,B,190.74,1505.5,39.0,10:43:51
10:43:52,10:43:52,B,188.98,1499.3,41.0,10:43:52
10:43:53,10:43:53,B,187.81,1499.3,41.0,10:43:53
10:43:54,10:43:54,B,187.39,1493.0,41.0,10:43:54
10:43:55,10:43:55,B,186.24,1493.0,41.0,10:43:55
10:43:56,10:43:56,B,184.79,1486.5,42.0,10:43:56
10:43:57,10:43:57,B,183.57,1485.5,42.0,10:43:57
10:43:58,10:43:58,B,183.06,1484.6,42.0,10:43:58
10:43:59,10:43:59,B,181.03,1484.6,42.0,10:43:59
10:44:00,10:44:00,B,180.07,1483.6,42.0,10:44:00
10:44:01,10:44:01,B,180.28,1482.6,42.0,10:44:01
10:44:02,10:44:02,B,180.29,1482.6,42.0,10:44:02
10:44:03,10:44:03,B,179.6,1481.6,42.0,10:44:03
10:44:04,10:44:04,B,179.6,1481.6,42.0,10:44:04
10:44:05,10:44:05,B,178.7,1481.6,42.0,10:44:05
