# \DEVICE          : G 608ST-60802901
# \MODE            : STORED
# DATE             : 04.05.2026
# TIME             : 09:32:11
# Par.Record       :
# Meas. Point No.: : B:323
# Outer Diameter  :     323.0 mm
# Wall Thickness  :       5.5 mm
# Roughness       :       0.1 mm
# Pipe Material   : Carbon Steel
# Lining           : WITHOUT LINING
# Medium           : Water
# Medium Temperat.:      20.0 C
# Transducer Type  : CDM1N5213047
# Sound Path       :         2 NUM
# Transd. Distance :     198.4 mm
# Damping          :        10 s
# Full-Scale Val.  :           m3/h
# Current Loop     :           mA
# Storage Rate     :  00:00:01 SAMPLES
# Physic. Quant.   : Volume flow
# Unit Of Measure  : [m3/h]/[m3]
# Numb.Of Meas.Val :       129
# Average MEASURE: 615.6184000000001
# Average SSPEED: 1486.0426356589148

CHANNEL,MEASURE,SSPEED,AMP,SCNR
B,606.37,1523.6,29.0
B,606.37,1523.6,29.0
B,606.37,1523.6,29.0
B,605.61,1513.2,35.0
B,604.77,1513.2,35.0
B,???,1513.2,35.0
B,600.18,1505.8,49.0
B,591.09,1505.8,49.0
B,578.28,1502.5,48.0
B,578.28,1502.5,48.0
B,609.53,1500.3,48.0
B,603.51,1494.0,47.0
B,604.3,1494.0,47.0
B,604.61,1493.5,46.0
B,601.26,1493.1,44.0
B,598.54,1492.8,45.0
B,602.61,1492.8,45.0
B,605.82,1492.6,44.0
B,604.7,1492.4,44.0
B,604.7,1492.4,44.0
B,605.4,1492.6,44.0
B,603.51,1493.0,45.0
B,610.64,1493.0,45.0
B,595.1,1493.5,44.0
B,589.82,1494.1,44.0
B,588.11,1494.1,44.0
B,590.72,1494.5,44.0
B,587.76,1494.4,43.0
B,587.95,1494.5,44.0
B,590.17,1494.5,44.0
B,593.18,1494.0,46.0
B,594.22,1494.0,46.0
B,600.75,1493.5,46.0
B,599.35,1491.4,45.0
B,598.42,1489.8,44.0
B,592.87,1489.8,44.0
B,591.15,1488.0,44.0
B,593.83,1486.2,44.0
B,594.95,1486.2,44.0
B,603.21,1487.3,42.0
B,603.21,1487.3,42.0
B,611.95,1488.6,42.0
B,614.62,1494.1,41.0
B,616.79,1499.4,40.0
B,622.69,1499.4,40.0
B,632.04,1504.8,40.0
B,636.49,1510.2,40.0
B,639.77,1511.8,40.0
B,640.02,1511.8,40.0
B,640.64,1508.6,40.0
B,639.7,1505.2,40.0
B,638.19,1505.2,40.0
B,633.32,1501.7,40.0
B,632.17,1498.2,40.0
B,629.66,1498.2,40.0
B,626.9,1494.6,40.0
B,625.17,1494.3,40.0
B,625.17,1494.3,40.0
B,623.52,1493.7,40.0
B,619.87,1493.6,40.0
B,618.95,1494.4,40.0
B,619.17,1494.4,40.0
B,615.83,1495.2,40.0
B,614.77,1496.0,40.0
B,612.36,1496.0,40.0
B,609.11,1496.9,40.0
B,608.7,1497.8,40.0
B,609.12,1497.3,40.0
B,609.59,1497.3,40.0
B,611.32,1496.8,42.0
B,611.69,1500.2,42.0
B,618.63,1500.2,42.0
B,622.26,1502.4,41.0
B,621.77,1501.5,42.0
B,619.69,1501.5,42.0
B,616.72,1498.5,42.0
B,616.49,1498.5,42.0
B,614.62,1500.1,44.0
B,617.05,1498.9,46.0
B,616.99,1498.8,42.0
B,615.54,1498.8,42.0
B,615.15,1498.3,42.0
B,617.66,1500.7,39.0
B,620.71,1500.7,39.0
B,621.72,1500.0,38.0
B,622.39,1501.1,38.0
B,623.06,1501.1,38.0
B,627.42,1501.3,42.0
B,630.13,1501.6,42.0
B,631.68,1500.7,43.0
B,630.04,1500.7,43.0
B,627.04,1499.7,43.0
B,624.96,1498.6,42.0
B,624.76,1498.6,42.0
B,624.2,1497.5,43.0
B,624.51,1496.7,42.0
B,625.24,1496.7,42.0
B,626.29,1495.9,42.0
B,626.94,1495.9,42.0
B,629.04,1495.3,42.0
B,629.17,1494.6,42.0
B,630.53,1494.9,42.0
B,630.5,1494.9,42.0
B,630.59,1495.1,42.0
B,630.46,1495.1,42.0
B,629.81,1495.1,42.0
B,629.29,1495.4,42.0
B,628.78,1495.4,42.0
B,628.04,1495.6,42.0
B,627.85,1495.8,42.0
B,629.04,1495.8,42.0
B,631.27,1495.8,42.0
B,631.82,1495.9,42.0
B,629.69,1495.9,42.0
B,627.74,1495.9,42.0
B,626.28,1495.5,46.0
B,622.48,1495.5,46.0
B,620.64,1495.1,46.0
B,619.26,1494.6,46.0
B,619.07,1494.6,46.0
B,619.56,1493.9,48.0
B,620.7,1493.2,48.0
B,621.69,1492.8,48.0
B,621.41,1492.8,48.0
B,621.93,1492.5,47.0
B,621.49,1492.5,47.0
B,???,1492.7,45.0
B,???,1492.7,45.0
B,???,9.0
