# \DEVICE          : G 608ST-60802901
# \MODE            : STORED
# DATE             : 04.05.2026
# TIME             : 09:03:11
# Par.Record       :
# Meas. Point No.: : B:3-900-02
# Outer Diameter  :     204.0 mm
# Wall Thickness  :       2.0 mm
# Roughness       :       0.0 mm
# Pipe Material   : Stainless Steel
# Lining           : WITHOUT LINING
# Medium           : Water
# Medium Temperat.:      20.0 C
# Transducer Type  : CDM1N5213047
# Sound Path       :         2 NUM
# Transd. Distance :     102.6 mm
# Damping          :        10 s
# Full-Scale Val.  :           m3/h
# Current Loop     :           mA
# Storage Rate     :  00:00:01 SAMPLES
# Physic. Quant.   : Volume flow
# Unit Of Measure  : [m3/h]/[m3]
# Numb.Of Meas.Val :        86
# Average MEASURE: 71.42375
# Average SSPEED: 258.09186046511627

TIME,CHANNEL,MEASURE,SSPEED,AMP,SCNR,TIME
09:03:11,B,???,13.0,09:03:11
09:03:12,B,???,13.0,09:03:12
09:03:13,B,???,13.0,09:03:13
09:03:14,B,???,13.0,09:03:14
09:03:15,B,???,13.0,09:03:15
09:03:16,B,???,13.0,09:03:16
09:03:17,B,???,13.0,09:03:17
09:03:18,B,???,13.0,09:03:18
09:03:19,B,???,13.0,09:03:19
09:03:20,B,???,13.0,09:03:20
09:03:21,B,???,13.0,09:03:21
09:03:22,B,???,14.0,09:03:22
09:03:23,B,???,14.0,09:03:23
09:03:24,B,???,14.0,09:03:24
09:03:25,B,???,13.0,09:03:25
09:03:26,B,???,13.0,09:03:26
09:03:27,B,???,13.0,09:03:27
09:03:28,B,???,13.0,09:03:28
09:03:29,B,???,13.0,09:03:29
09:03:30,B,???,13.0,09:03:30
09:03:31,B,???,13.0,09:03:31
09:03:32,B,???,13.0,09:03:32
09:03:33,B,???,13.0,09:03:33
09:03:34,B,???,13.0,09:03:34
09:03:35,B,???,13.0,09:03:35
09:03:36,B,???,13.0,09:03:36
09:03:37,B,???,13.0,09:03:37
09:03:38,B,???,13.0,09:03:38
09:03:39,B,???,13.0,09:03:39
09:03:40,B,???,13.0,09:03:40
09:03:41,B,???,13.0,09:03:41
09:03:42,B,???,13.0,09:03:42
09:03:43,B,???,13.0,09:03:43
09:03:44,B,???,13.0,09:03:44
09:03:45,B,???,14.0,09:03:45
09:03:46,B,???,14.0,09:03:46
09:03:47,B,???,14.0,09:03:47
09:03:48,B,???,14.0,09:03:48
09:03:49,B,???,13.0,09:03:49
09:03:50,B,???,13.0,09:03:50
09:03:51,B,???,13.0,09:03:51
09:03:52,B,???,13.0,09:03:52
09:03:53,B,???,13.0,09:03:53
09:03:54,B,???,13.0,09:03:54
09:03:55,B,???,13.0,09:03:55
09:03:56,B,???,13.0,09:03:56
09:03:57,B,???,13.0,09:03:57
09:03:58,B,???,13.0,09:03:58
09:03:59,B,???,13.0,09:03:59
09:04:00,B,???,13.0,09:04:00
09:04:01,B,???,13.0,09:04:01
09:04:02,B,???,35.0,09:04:02
09:04:03,B,???,35.0,09:04:03
09:04:04,B,???,35.0,09:04:04
09:04:05,B,???,37.0,09:04:05
09:04:06,B,???,37.0,09:04:06
09:04:07,B,???,34.0,09:04:07
09:04:08,B,???,34.0,09:04:08
09:04:09,B,???,1154.1,36.0,09:04:09
09:04:10,B,68.21,1174.0,34.0,09:04:10
09:04:11,B,???,1174.0,34.0,09:04:11
09:04:12,B,???,1174.0,34.0,09:04:12
09:04:13,B,???,1174.0,34.0,09:04:13
09:04:14,B,69.27,1165.2,36.0,09:04:14
09:04:15,B,70.13,1165.2,36.0,09:04:15
09:04:16,B,70.13,1165.2,36.0,09:04:16
09:04:17,B,72.61,1162.6,36.0,09:04:17
09:04:18,B,???,1162.6,36.0,09:04:18
09:04:19,B,75.09,1173.8,37.0,09:04:19
09:04:20,B,???,1173.8,37.0,09:04:20
09:04:21,B,73.83,1173.8,37.0,09:04:21
09:04:22,B,72.12,1180.2,34.0,09:04:22
09:04:23,B,???,1180.2,34.0,09:04:23
09:04:24,B,???,1180.2,34.0,09:04:24
09:04:25,B,???,32.0,09:04:25
09:04:26,B,???,1176.0,34.0,09:04:26
09:04:27,B,???,1176.0,34.0,09:04:27
09:04:28,B,???,35.0,09:04:28
09:04:29,B,???,36.0,09:04:29
09:04:30,B,???,13.0,09:04:30
09:04:31,B,???,13.0,09:04:31
09:04:32,B,???,13.0,09:04:32
09:04:33,B,???,13.0,09:04:33
09:04:34,B,???,13.0,09:04:34
09:04:35,B,???,13.0,09:04:35
09:04:36,B,???,13.0,09:04:36
