# MEASURE 
# Avg: 119.3738
# Median: 126.1600
# Mode: 63.7500
# Max: 131.1100
# Min: 40.0400
# MEASURE 
# Avg: 119.3738
# Median: 126.1600
# Mode: 63.7500
# Max: 131.1100
# Min: 40.0400
# \DEVICE          : G 608ST-60802901
# \MODE            : STORED
# DATE             : 04.05.2026
# TIME             : 08:59:51
# Par.Record       :
# Meas. Point No.: : B:3-900-04
# Outer Diameter  :     154.0 mm
# Wall Thickness  :       2.0 mm
# Roughness       :       0.0 mm
# Pipe Material   : Stainless Steel
# Lining           : WITHOUT LINING
# Medium           : Water
# Medium Temperat.:      20.0 C
# Transducer Type  : CDM1N5213047
# Sound Path       :         2 NUM
# Transd. Distance :      64.0 mm
# Damping          :        10 s
# Full-Scale Val.  :           m3/h
# Current Loop     :           mA
# Storage Rate     :  00:00:01 SAMPLES
# Physic. Quant.   : Volume flow
# Unit Of Measure  : [m3/h]/[m3]
# Numb.Of Meas.Val :       143

TIME,TIME,CHANNEL,MEASURE,SSPEED,AMP,SCNR,TIME
08:59:51,08:59:51,B,???,13.0,08:59:51
08:59:52,08:59:52,B,???,13.0,08:59:52
08:59:53,08:59:53,B,???,13.0,08:59:53
08:59:54,08:59:54,B,???,13.0,08:59:54
08:59:55,08:59:55,B,???,13.0,08:59:55
08:59:56,08:59:56,B,???,13.0,08:59:56
08:59:57,08:59:57,B,???,14.0,08:59:57
08:59:58,08:59:58,B,???,14.0,08:59:58
08:59:59,08:59:59,B,???,14.0,08:59:59
09:00:00,09:00:00,B,???,14.0,09:00:00
09:00:01,09:00:01,B,???,1530.7,36.0,09:00:01
09:00:02,09:00:02,B,???,41.0,09:00:02
09:00:03,09:00:03,B,???,41.0,09:00:03
09:00:04,09:00:04,B,???,41.0,09:00:04
09:00:05,09:00:05,B,???,41.0,09:00:05
09:00:06,09:00:06,B,???,41.0,09:00:06
09:00:07,09:00:07,B,???,41.0,09:00:07
09:00:08,09:00:08,B,???,41.0,09:00:08
09:00:09,09:00:09,B,???,41.0,09:00:09
09:00:10,09:00:10,B,40.04,1545.0,41.0,09:00:10
09:00:11,09:00:11,B,???,1545.0,41.0,09:00:11
09:00:12,09:00:12,B,???,1545.0,41.0,09:00:12
09:00:13,09:00:13,B,???,40.0,09:00:13
09:00:14,09:00:14,B,???,42.0,09:00:14
09:00:15,09:00:15,B,???,42.0,09:00:15
09:00:16,09:00:16,B,???,38.0,09:00:16
09:00:17,09:00:17,B,???,38.0,09:00:17
09:00:18,09:00:18,B,???,1550.6,38.0,09:00:18
09:00:19,09:00:19,B,63.75,1550.6,38.0,09:00:19
09:00:20,09:00:20,B,63.75,1550.6,38.0,09:00:20
09:00:21,09:00:21,B,???,1553.2,42.0,09:00:21
09:00:22,09:00:22,B,???,1553.2,42.0,09:00:22
09:00:23,09:00:23,B,???,42.0,09:00:23
09:00:24,09:00:24,B,???,42.0,09:00:24
09:00:25,09:00:25,B,???,42.0,09:00:25
09:00:26,09:00:26,B,103.14,1554.8,42.0,09:00:26
09:00:27,09:00:27,B,???,1554.8,42.0,09:00:27
09:00:28,09:00:28,B,???,1555.9,43.0,09:00:28
09:00:29,09:00:29,B,???,1555.9,43.0,09:00:29
09:00:30,09:00:30,B,???,42.0,09:00:30
09:00:31,09:00:31,B,???,42.0,09:00:31
09:00:32,09:00:32,B,???,1556.8,42.0,09:00:32
09:00:33,09:00:33,B,???,1556.8,42.0,09:00:33
09:00:34,09:00:34,B,???,39.0,09:00:34
09:00:35,09:00:35,B,???,38.0,09:00:35
09:00:36,09:00:36,B,???,38.0,09:00:36
09:00:37,09:00:37,B,???,40.0,09:00:37
09:00:38,09:00:38,B,???,40.0,09:00:38
09:00:39,09:00:39,B,???,40.0,09:00:39
09:00:40,09:00:40,B,???,13.0,09:00:40
09:00:41,09:00:41,B,109.27,1556.5,36.0,09:00:41
09:00:42,09:00:42,B,110.92,1559.8,42.0,09:00:42
09:00:43,09:00:43,B,121.35,1559.8,42.0,09:00:43
09:00:44,09:00:44,B,???,42.0,09:00:44
09:00:45,09:00:45,B,???,41.0,09:00:45
09:00:46,09:00:46,B,???,41.0,09:00:46
09:00:47,09:00:47,B,121.99,1559.7,41.0,09:00:47
09:00:48,09:00:48,B,???,41.0,09:00:48
09:00:49,09:00:49,B,???,41.0,09:00:49
09:00:50,09:00:50,B,???,41.0,09:00:50
09:00:51,09:00:51,B,???,41.0,09:00:51
09:00:52,09:00:52,B,???,41.0,09:00:52
09:00:53,09:00:53,B,???,1559.5,40.0,09:00:53
09:00:54,09:00:54,B,122.29,1559.5,40.0,09:00:54
09:00:55,09:00:55,B,???,1559.4,36.0,09:00:55
09:00:56,09:00:56,B,???,1559.4,36.0,09:00:56
09:00:57,09:00:57,B,???,43.0,09:00:57
09:00:58,09:00:58,B,???,43.0,09:00:58
09:00:59,09:00:59,B,122.26,1559.3,41.0,09:00:59
09:01:00,09:01:00,B,???,1559.3,41.0,09:01:00
09:01:01,09:01:01,B,???,1559.3,41.0,09:01:01
09:01:02,09:01:02,B,???,13.0,09:01:02
09:01:03,09:01:03,B,???,13.0,09:01:03
09:01:04,09:01:04,B,???,13.0,09:01:04
09:01:05,09:01:05,B,???,13.0,09:01:05
09:01:06,09:01:06,B,???,13.0,09:01:06
09:01:07,09:01:07,B,???,13.0,09:01:07
09:01:08,09:01:08,B,???,13.0,09:01:08
09:01:09,09:01:09,B,???,13.0,09:01:09
09:01:10,09:01:10,B,???,13.0,09:01:10
09:01:11,09:01:11,B,???,13.0,09:01:11
09:01:12,09:01:12,B,???,13.0,09:01:12
09:01:13,09:01:13,B,???,13.0,09:01:13
09:01:14,09:01:14,B,???,13.0,09:01:14
09:01:15,09:01:15,B,???,13.0,09:01:15
09:01:16,09:01:16,B,???,13.0,09:01:16
09:01:17,09:01:17,B,???,13.0,09:01:17
09:01:18,09:01:18,B,???,13.0,09:01:18
09:01:19,09:01:19,B,???,38.0,09:01:19
09:01:20,09:01:20,B,???,41.0,09:01:20
09:01:21,09:01:21,B,???,41.0,09:01:21
09:01:22,09:01:22,B,???,40.0,09:01:22
09:01:23,09:01:23,B,???,36.0,09:01:23
09:01:24,09:01:24,B,???,1557.5,33.0,09:01:24
09:01:25,09:01:25,B,???,1557.5,33.0,09:01:25
09:01:26,09:01:26,B,???,1555.1,50.0,09:01:26
09:01:27,09:01:27,B,115.02,1554.9,40.0,09:01:27
09:01:28,09:01:28,B,118.45,1554.9,40.0,09:01:28
09:01:29,09:01:29,B,123.46,1554.4,41.0,09:01:29
09:01:30,09:01:30,B,124.36,1554.5,41.0,09:01:30
09:01:31,09:01:31,B,125.23,1554.5,41.0,09:01:31
09:01:32,09:01:32,B,???,41.0,09:01:32
