# \DEVICE          : G 608ST-60802901
# \MODE            : STORED
# DATE             : 06.05.2026
# TIME             : 09:25:55
# Par.Record       :
# Meas. Point No.: : B:52207
# Outer Diameter  :      60.0 mm
# Wall Thickness  :       3.0 mm
# Roughness       :       0.1 mm
# Pipe Material   : Carbon Steel
# Lining           : WITHOUT LINING
# Medium           : Water
# Medium Temperat.:      20.0 C
# Transducer Type  : CDM1N5213047
# Sound Path       :         2 NUM
# Transd. Distance :       5.0 mm
# Damping          :        10 s
# Full-Scale Val.  :           m3/h
# Current Loop     :           mA
# Storage Rate     :  00:00:01 SAMPLES
# Physic. Quant.   : Volume flow
# Unit Of Measure  : [m3/h]/[m3]
# Numb.Of Meas.Val :        19
# Average MEASURE: -0.019411764705882354
# Average SSPEED: 2428.7105263157896

CHANNEL,MEASURE,SSPEED,AMP,SCNR
B,0.0,3664.9,50.0
B,0.0,3664.9,50.0
B,0.0,3655.0,50.0
B,0.0,3655.0,50.0
B,0.0,48.0
B,0.0,3651.9,51.0
B,0.0,3650.0,52.0
B,0.0,3650.0,50.0
B,0.0,50.0
B,0.0,3244.4,34.0
B,???,2867.2,35.0
B,???,2639.4,33.0
B,-0.33,2639.4,33.0
B,0.0,2839.2,48.0
B,0.0,3041.6,50.0
B,0.0,3041.6,48.0
B,0.0,48.0
B,0.0,47.0
B,0.0,48.0
