# MEASURE 
# Avg: 0.1521
# Median: 0.0000
# Mode: 0.0000
# Max: 0.6500
# Min: 0.0000
# MEASURE 
# Avg: 0.1521
# Median: 0.0000
# Mode: 0.0000
# Max: 0.6500
# Min: 0.0000
# \DEVICE          : G 608ST-60802901
# \MODE            : STORED
# DATE             : 07.05.2026
# TIME             : 07:21:11
# Par.Record       :
# Meas. Point No.: : B:47.11
# Outer Diameter  :      88.9 mm
# Wall Thickness  :       4.0 mm
# Roughness       :       0.1 mm
# Pipe Material   : Carbon Steel
# Lining           : WITHOUT LINING
# Medium           : Water
# Medium Temperat.:      20.0 C
# Transducer Type  : CDM1N5213047
# Sound Path       :         2 NUM
# Transd. Distance :      16.2 mm
# Damping          :        10 s
# Full-Scale Val.  :           m3/h
# Current Loop     :           mA
# Storage Rate     :  00:00:01 SAMPLES
# Physic. Quant.   : Volume flow
# Unit Of Measure  : [m3/h]/[m3]
# Numb.Of Meas.Val :       152

TIME;TIME;CHANNEL;MEASURE;SSPEED;AMP;SCNR;
07:22:59;07:22:59;B;???;1963.0;34.0;
07:23:00;07:23:00;B;???;33.0;
07:23:01;07:23:01;B;0.52;1949.6;34.0;
07:23:02;07:23:02;B;???;1949.6;34.0;
07:23:03;07:23:03;B;???;34.0;
07:23:04;07:23:04;B;???;36.0;
07:23:05;07:23:05;B;???;1936.6;34.0;
07:23:06;07:23:06;B;???;1936.6;34.0;
07:23:07;07:23:07;B;???;1929.5;33.0;
07:23:08;07:23:08;B;???;1918.7;34.0;
07:23:09;07:23:09;B;???;32.0;
07:23:10;07:23:10;B;???;1924.5;34.0;
07:23:11;07:23:11;B;???;34.0;
07:23:12;07:23:12;B;???;1934.0;34.0;
07:23:13;07:23:13;B;???;38.0;
07:23:14;07:23:14;B;0.0;1855.4;42.0;
07:23:15;07:23:15;B;0.0;1791.1;44.0;
07:23:16;07:23:16;B;0.0;1791.1;44.0;
07:23:17;07:23:17;B;0.0;1785.3;42.0;
07:23:18;07:23:18;B;0.0;1825.0;41.0;
07:23:19;07:23:19;B;0.0;1781.8;45.0;
07:23:20;07:23:20;B;0.0;1781.8;45.0;
07:23:21;07:23:21;B;0.0;1744.5;47.0;
07:23:22;07:23:22;B;???;1705.3;45.0;
07:23:23;07:23:23;B;???;1705.3;45.0;
07:23:24;07:23:24;B;???;29.0;
07:23:25;07:23:25;B;???;26.0;
07:23:26;07:23:26;B;???;26.0;
07:23:27;07:23:27;B;???;26.0;
07:23:28;07:23:28;B;???;12.0;
07:23:29;07:23:29;B;???;11.0;
07:23:30;07:23:30;B;???;11.0;
07:23:31;07:23:31;B;???;11.0;
07:23:32;07:23:32;B;???;11.0;
07:23:33;07:23:33;B;???;11.0;
07:23:34;07:23:34;B;???;11.0;
07:23:35;07:23:35;B;???;11.0;
07:23:36;07:23:36;B;???;11.0;
07:23:37;07:23:37;B;???;11.0;
07:23:38;07:23:38;B;???;11.0;
07:23:39;07:23:39;B;???;11.0;
07:23:40;07:23:40;B;???;12.0;
07:23:41;07:23:41;B;???;12.0;
07:23:42;07:23:42;B;???;11.0;
