# MEASURE 
# Avg: 0.1521
# Median: 0.0000
# Mode: 0.0000
# Max: 0.6500
# Min: 0.0000
# MEASURE 
# Avg: 0.1521
# Median: 0.0000
# Mode: 0.0000
# Max: 0.6500
# Min: 0.0000
# \DEVICE          : G 608ST-60802901
# \MODE            : STORED
# DATE             : 07.05.2026
# TIME             : 07:21:11
# Par.Record       :
# Meas. Point No.: : B:47.11
# Outer Diameter  :      88.9 mm
# Wall Thickness  :       4.0 mm
# Roughness       :       0.1 mm
# Pipe Material   : Carbon Steel
# Lining           : WITHOUT LINING
# Medium           : Water
# Medium Temperat.:      20.0 C
# Transducer Type  : CDM1N5213047
# Sound Path       :         2 NUM
# Transd. Distance :      16.2 mm
# Damping          :        10 s
# Full-Scale Val.  :           m3/h
# Current Loop     :           mA
# Storage Rate     :  00:00:01 SAMPLES
# Physic. Quant.   : Volume flow
# Unit Of Measure  : [m3/h]/[m3]
# Numb.Of Meas.Val :       152

TIME;TIME;CHANNEL;MEASURE;SSPEED;AMP;SCNR;
07:21:11;07:21:11;B;???;12.0;
07:21:12;07:21:12;B;???;12.0;
07:21:13;07:21:13;B;???;12.0;
07:21:14;07:21:14;B;???;12.0;
07:21:15;07:21:15;B;???;2235.8;32.0;
07:21:16;07:21:16;B;???;2076.9;34.0;
07:21:17;07:21:17;B;???;2076.9;34.0;
07:21:18;07:21:18;B;0.0;2000.5;35.0;
07:21:19;07:21:19;B;???;33.0;
07:21:20;07:21:20;B;???;34.0;
07:21:21;07:21:21;B;???;34.0;
07:21:22;07:21:22;B;???;1963.1;34.0;
07:21:23;07:21:23;B;???;1963.1;34.0;
07:21:24;07:21:24;B;???;30.0;
07:21:25;07:21:25;B;???;32.0;
07:21:26;07:21:26;B;???;29.0;
07:21:27;07:21:27;B;???;32.0;
07:21:28;07:21:28;B;???;29.0;
07:21:29;07:21:29;B;???;33.0;
07:21:30;07:21:30;B;???;30.0;
07:21:31;07:21:31;B;???;35.0;
07:21:32;07:21:32;B;???;24.0;
07:21:33;07:21:33;B;???;31.0;
07:21:34;07:21:34;B;???;28.0;
07:21:35;07:21:35;B;???;30.0;
07:21:36;07:21:36;B;???;31.0;
07:21:37;07:21:37;B;???;1962.3;31.0;
07:21:38;07:21:38;B;???;30.0;
07:21:39;07:21:39;B;???;30.0;
07:21:40;07:21:40;B;???;35.0;
07:21:41;07:21:41;B;???;35.0;
07:21:42;07:21:42;B;???;34.0;
07:21:43;07:21:43;B;???;36.0;
07:21:44;07:21:44;B;???;12.0;
07:21:45;07:21:45;B;???;32.0;
07:21:46;07:21:46;B;???;1917.2;30.0;
07:21:47;07:21:47;B;???;28.0;
07:21:48;07:21:48;B;???;1889.6;30.0;
07:21:49;07:21:49;B;???;32.0;
07:21:50;07:21:50;B;???;31.0;
07:21:51;07:21:51;B;0.0;1895.6;32.0;
07:21:52;07:21:52;B;0.65;1895.6;32.0;
07:21:53;07:21:53;B;???;33.0;
07:21:54;07:21:54;B;???;33.0;
07:21:55;07:21:55;B;???;32.0;
07:21:56;07:21:56;B;???;32.0;
07:21:57;07:21:57;B;???;33.0;
07:21:58;07:21:58;B;???;35.0;
07:21:59;07:21:59;B;???;1995.8;34.0;
07:22:00;07:22:00;B;???;32.0;
07:22:01;07:22:01;B;???;1990.6;34.0;
07:22:02;07:22:02;B;???;32.0;
07:22:03;07:22:03;B;???;32.0;
07:22:04;07:22:04;B;???;31.0;
07:22:05;07:22:05;B;???;30.0;
07:22:06;07:22:06;B;???;29.0;
07:22:07;07:22:07;B;???;29.0;
07:22:08;07:22:08;B;???;36.0;
07:22:09;07:22:09;B;???;30.0;
07:22:10;07:22:10;B;???;28.0;
07:22:11;07:22:11;B;???;35.0;
07:22:12;07:22:12;B;???;26.0;
07:22:13;07:22:13;B;???;35.0;
07:22:14;07:22:14;B;???;31.0;
07:22:15;07:22:15;B;???;35.0;
07:22:16;07:22:16;B;???;28.0;
07:22:17;07:22:17;B;???;29.0;
07:22:18;07:22:18;B;???;29.0;
07:22:19;07:22:19;B;???;29.0;
07:22:20;07:22:20;B;???;30.0;
07:22:21;07:22:21;B;???;34.0;
07:22:22;07:22:22;B;???;31.0;
07:22:23;07:22:23;B;???;31.0;
07:22:24;07:22:24;B;???;11.0;
07:22:25;07:22:25;B;???;11.0;
07:22:26;07:22:26;B;???;11.0;
07:22:27;07:22:27;B;???;11.0;
07:22:28;07:22:28;B;???;11.0;
07:22:29;07:22:29;B;???;12.0;
07:22:30;07:22:30;B;???;12.0;
07:22:31;07:22:31;B;???;12.0;
07:22:32;07:22:32;B;???;12.0;
07:22:33;07:22:33;B;???;12.0;
07:22:34;07:22:34;B;???;12.0;
07:22:35;07:22:35;B;???;11.0;
07:22:36;07:22:36;B;???;11.0;
07:22:37;07:22:37;B;???;11.0;
07:22:38;07:22:38;B;???;11.0;
07:22:39;07:22:39;B;???;11.0;
07:22:40;07:22:40;B;???;11.0;
07:22:41;07:22:41;B;???;11.0;
07:22:42;07:22:42;B;???;11.0;
07:22:43;07:22:43;B;???;12.0;
07:22:44;07:22:44;B;???;12.0;
07:22:45;07:22:45;B;???;11.0;
07:22:46;07:22:46;B;???;11.0;
07:22:47;07:22:47;B;???;11.0;
07:22:48;07:22:48;B;???;11.0;
07:22:49;07:22:49;B;???;11.0;
07:22:50;07:22:50;B;???;11.0;
07:22:51;07:22:51;B;???;11.0;
07:22:52;07:22:52;B;???;11.0;
07:22:53;07:22:53;B;0.48;2002.1;35.0;
07:22:54;07:22:54;B;0.48;2002.1;35.0;
07:22:55;07:22:55;B;???;35.0;
07:22:56;07:22:56;B;???;35.0;
07:22:57;07:22:57;B;???;34.0;
07:22:58;07:22:58;B;???;33.0;
