t_stamp,TT201,TT101,TT301,TT401
01/12/2025,65.5,42.90000153,53.29999924,8
01/12/2025,65.69999695,43,53.40000153,8
01/12/2025,65.80000305,43.09999847,53.40000153,8
01/12/2025,65.80000305,43.09999847,53.40000153,8
01/12/2025,65.69999695,43.20000076,53.40000153,8
01/12/2025,65.69999695,43.29999924,53.59999847,8
01/12/2025,65.69999695,43.20000076,53.59999847,8
01/12/2025,65.69999695,43.29999924,53.59999847,8
01/12/2025,65.69999695,43.29999924,53.59999847,8
01/12/2025,65.59999847,43.29999924,53.59999847,8
01/12/2025,65.59999847,43.29999924,53.70000076,7.900000095
01/12/2025,65.59999847,43.40000153,53.79999924,7.800000191
01/12/2025,65.59999847,43.40000153,53.79999924,7.800000191
01/12/2025,65.59999847,43.40000153,53.90000153,7.599999905
01/12/2025,65.59999847,43.40000153,54,7.599999905
01/12/2025,65.69999695,43.40000153,54,7.5
01/12/2025,65.59999847,43.40000153,54.09999847,7.5
01/12/2025,65.69999695,43.40000153,54.09999847,7.5
01/12/2025,65.69999695,43.5,54.09999847,7.5
01/12/2025,65.69999695,43.40000153,54.20000076,7.400000095
01/12/2025,65.69999695,43.5,54.09999847,7.400000095
01/12/2025,66,43.59999847,54.29999924,7.400000095
01/12/2025,65.90000153,43.5,54.29999924,7.300000191
01/12/2025,66,43.5,54.29999924,7.5
01/12/2025,65.90000153,43.59999847,54.40000153,7.599999905
01/12/2025,65.90000153,43.59999847,54.40000153,7.699999809
01/12/2025,65.80000305,43.59999847,54.40000153,7.800000191
01/12/2025,65.80000305,43.59999847,54.5,7.900000095
01/12/2025,65.80000305,43.70000076,54.5,8.100000381
01/12/2025,65.90000153,43.70000076,54.5,8.100000381
01/12/2025,65.69999695,43.70000076,54.59999847,8.100000381
01/12/2025,65.69999695,43.70000076,54.59999847,8.100000381
01/12/2025,65.80000305,43.70000076,54.70000076,8.100000381
01/12/2025,65.80000305,43.79999924,54.79999924,8.100000381
01/12/2025,65.80000305,43.70000076,54.70000076,8.100000381
01/12/2025,65.90000153,43.79999924,54.79999924,8.100000381
01/12/2025,65.80000305,43.70000076,54.90000153,8.100000381
01/12/2025,65.90000153,43.70000076,54.90000153,8.100000381
01/12/2025,65.80000305,43.79999924,55,8
01/12/2025,65.90000153,43.79999924,55,8
01/12/2025,66.09999847,43.70000076,55,8
01/12/2025,66.09999847,43.70000076,55.09999847,7.900000095
01/12/2025,65.90000153,43.70000076,55.09999847,7.800000191
01/12/2025,65.90000153,43.70000076,55.09999847,7.800000191
01/12/2025,65.90000153,43.70000076,55.09999847,7.800000191
01/12/2025,66,43.70000076,55.09999847,7.800000191
01/12/2025,65.90000153,43.70000076,55.20000076,7.699999809
01/12/2025,65.90000153,43.70000076,55.20000076,7.699999809
01/12/2025,65.90000153,43.59999847,55.29999924,7.699999809
01/12/2025,65.90000153,43.70000076,55.40000153,7.599999905
01/12/2025,65.90000153,43.59999847,55.40000153,7.599999905
01/12/2025,65.90000153,43.5,55.40000153,7.599999905
01/12/2025,66,43.70000076,55.5,7.599999905
01/12/2025,65.90000153,43.59999847,55.59999847,7.599999905
01/12/2025,65.90000153,43.5,55.59999847,7.599999905
01/12/2025,65.90000153,43.5,55.59999847,7.800000191
01/12/2025,66.09999847,43.5,55.70000076,7.800000191
01/12/2025,66,43.5,55.59999847,7.800000191
