# MEASURE 
# Avg: 0.5087
# Median: 0.0000
# Mode: 0.0000
# Max: 2.8100
# Min: -2.0400
# \DEVICE          : G 608ST-60802901
# \MODE            : STORED
# DATE             : 12.05.2026
# TIME             : 09:50:45
# Par.Record       :
# Meas. Point No.: : B:5700.01
# Outer Diameter  :     114.0 mm
# Wall Thickness  :       4.5 mm
# Roughness       :       0.1 mm
# Pipe Material   : Carbon Steel
# Lining           : WITHOUT LINING
# Medium           : Water
# Medium Temperat.:      20.0 C
# Transducer Type  : CDM1N5213047
# Sound Path       :         1 NUM
# Transd. Distance :      -4.5 mm
# Damping          :        10 s
# Full-Scale Val.  :           m3/h
# Current Loop     :           mA
# Storage Rate     :  00:00:01 SAMPLES
# Physic. Quant.   : Volume flow
# Unit Of Measure  : [m3/h]/[m3]
# Numb.Of Meas.Val :        74

TIME;CHANNEL;MEASURE;SSPEED;AMP;SCNR;
09:50:45;B;???;24.0;
09:50:46;B;???;24.0;
09:50:47;B;???;24.0;
09:50:48;B;0.0;1383.9;39.0;
09:50:49;B;???;35.0;
09:50:50;B;???;35.0;
09:50:51;B;???;33.0;
09:50:52;B;???;33.0;
09:50:53;B;0.0;1491.5;34.0;
09:50:54;B;0.0;1491.5;34.0;
09:50:55;B;0.0;1491.5;34.0;
09:50:56;B;0.0;1491.5;34.0;
09:50:57;B;0.0;1475.0;43.0;
09:50:58;B;0.0;1475.0;43.0;
09:50:59;B;0.0;1475.0;43.0;
09:51:00;B;2.11;1466.8;44.0;
09:51:01;B;2.1;1466.8;44.0;
09:51:02;B;2.81;1461.2;43.0;
09:51:03;B;2.61;1461.2;43.0;
09:51:04;B;1.89;1474.9;42.0;
09:51:05;B;0.0;1474.9;42.0;
09:51:06;B;0.0;1478.9;36.0;
09:51:07;B;0.0;1478.9;36.0;
09:51:08;B;0.0;1478.9;36.0;
09:51:09;B;???;1479.8;37.0;
09:51:10;B;-1.56;1479.8;37.0;
09:51:11;B;0.0;1472.4;42.0;
09:51:12;B;1.24;1467.2;42.0;
09:51:13;B;1.57;1463.1;42.0;
09:51:14;B;2.15;1461.5;43.0;
09:51:15;B;1.71;1461.3;42.0;
09:51:16;B;1.71;1461.3;42.0;
09:51:17;B;1.68;1460.9;42.0;
09:51:18;B;0.0;1464.8;40.0;
09:51:19;B;-2.04;1560.5;38.0;
09:51:20;B;???;1620.9;35.0;
09:51:21;B;???;40.0;
09:51:22;B;-1.69;1625.3;36.0;
09:51:23;B;-1.39;1608.7;43.0;
09:51:24;B;-0.95;1595.3;44.0;
09:51:25;B;0.0;1595.3;44.0;
09:51:26;B;0.0;1581.7;44.0;
09:51:27;B;0.0;1564.5;44.0;
09:51:28;B;0.0;1545.0;44.0;
09:51:29;B;0.0;1545.0;44.0;
09:51:30;B;1.34;1523.4;44.0;
09:51:31;B;2.02;1502.0;44.0;
09:51:32;B;2.02;1502.0;44.0;
09:51:33;B;???;17.0;
09:51:34;B;???;25.0;
09:51:35;B;???;23.0;
09:51:36;B;???;23.0;
09:51:37;B;???;23.0;
09:51:38;B;???;23.0;
09:51:39;B;???;24.0;
09:51:40;B;???;24.0;
09:51:41;B;???;24.0;
09:51:42;B;???;26.0;
09:51:43;B;???;26.0;
09:51:44;B;???;26.0;
09:51:45;B;???;26.0;
09:51:46;B;???;27.0;
09:51:47;B;???;13.0;
09:51:48;B;???;12.0;
09:51:49;B;???;12.0;
09:51:50;B;???;13.0;
09:51:51;B;???;11.0;
09:51:52;B;???;25.0;
09:51:53;B;???;28.0;
09:51:54;B;???;28.0;
09:51:55;B;???;28.0;
09:51:56;B;???;28.0;
09:51:57;B;???;28.0;
09:51:58;B;???;28.0;
