Index	Date	Trigger	A Flow velocity [m/s]	A Volumetric flow rate [m³/h]	A Sound speed [m/s]	A Transducer temp. (->) [°C]	A Transducer temp. (>-) [°C]	A Amplitude [%]	A Gain [dB]	A Quality [%]	A SCNR [dB]	A SNR [dB]	A VariAmp [%]	A VariTime [%]	A Diag.: error bits	A Event trigger R1	A Event trigger R2	A Event trigger R3	A Event trigger R4	A NoiseTrek activated	A Gain  > limit	A Flow vel. > limit	A Flow vel. < cut-off flow	A Pig detected	A FastFood activated	A Transducer temp. violation	A Last value is held	A Fluid temp. (Calculated) [°C]
1	3/9/2026 10:30:06 AM		NaN	NaN	∞	41	46	29	105.790000915527	66	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	43.7373737373737
2	3/9/2026 10:31:06 AM		NaN	NaN	∞	46	49	31	102.809997558594	0	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	47.7777777777778
3	3/9/2026 10:32:06 AM		NaN	NaN	∞	49	53	31	102.809997558594	86	14	22	3	∞	2	0	0	0	0	0	0	0	0	0	0	0	0	51.3131313131313
4	3/9/2026 10:33:06 AM		0.0787195786833763	0.370506182662211	1540.35803222656	52	55	32	101.319999694824	64	14	24	3	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	53.8383838383838
5	3/9/2026 10:34:06 AM		0.0000840029824757949	0.000395373385231323	1585.28796386719	55	58	32	101.319999694824	2	12	24	3	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	56.8686868686869
6	3/9/2026 10:35:06 AM		-0.0321832560002804	-0.151475606253371	1923.24096679688	57	60	32	101.319999694824	59	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	58.8888888888889
7	3/9/2026 10:36:06 AM		-0.148762702941895	-0.70017526159063	1921.05395507812	60	62	33	99.8300018310547	69	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	61.4141414141414
8	3/9/2026 10:37:06 AM		-0.373835295438766	-1.75951507408172	1883.02099609375	62	64	33	99.8300018310547	73	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	63.4343434343434
9	3/9/2026 10:38:06 AM		-0.785955846309662	-3.69922597892582	∞	64	66	32	101.319999694824	79	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	65.4545454545455
10	3/9/2026 10:39:06 AM		-0.797961235046387	-3.75573132187128	2008.65197753906	66	67	31	102.809997558594	63	8	23	3	∞	3	0	0	0	0	0	0	0	0	0	0	0	0	66.969696969697
11	3/9/2026 10:40:06 AM		-0.633130788803101	-2.97993065323681	1871.42102050781	68	69	32	101.319999694824	72	12	22	3	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	68.989898989899
12	3/9/2026 10:41:06 AM		0.567126512527466	2.66927091870457	1777.99096679688	69	70	32	101.319999694824	69	13	23	3	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	70
13	3/9/2026 10:42:06 AM		0.372443586587906	1.75296482630074	1888.48303222656	71	72	32	101.319999694824	53	13	24	3	∞	3	0	0	0	0	0	0	0	0	0	0	0	0	72.020202020202
14	3/9/2026 10:43:06 AM		0.152124106884003	0.715996260987595	1830.95104980469	73	74	32	101.319999694824	16	13	23	2	∞	3	0	0	0	0	0	0	0	0	0	0	0	0	74.040404040404
15	3/9/2026 10:44:06 AM		0.0842479914426804	0.396526543772779	1778.52905273438	74	75	32	101.319999694824	14	13	23	3	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	75.0505050505051
