# A Mass flow rate [kg/h] 
# Avg: 76032.6316
# Median: 72854.0634
# Mode: 0.0000
# Max: 218864.7400
# Min: -9986.9362

Index,Date,Trigger,A Flow velocity [m/s],A Mass flow rate [kg/h],A Sound speed [m/s],A Transducer temp. (->) [�C],A Transducer temp. (>-) [�C]
221,12/2/2025 11:05:24 AM,0,0,0,1583.52697753906,16,17
222,12/2/2025 11:05:25 AM,0,0,0,1583.52502441406,16,17
223,12/2/2025 11:05:26 AM,0,0,0,1583.52502441406,16,17
224,12/2/2025 11:05:27 AM,0,0,0,1583.52404785156,16,17
225,12/2/2025 11:05:28 AM,0,0,0,1583.52697753906,16,17
226,12/2/2025 11:05:29 AM,0,0,0,1583.53002929688,16,17
227,12/2/2025 11:05:30 AM,0,0,0,1583.53002929688,16,17
228,12/2/2025 11:05:31 AM,0,0,0,1583.52502441406,16,17
229,12/2/2025 11:05:32 AM,0,0,0,1583.52294921875,16,17
230,12/2/2025 11:05:33 AM,0,0,0,1583.52001953125,16,17
231,12/2/2025 11:05:34 AM,0,0,0,1583.52001953125,16,17
232,12/2/2025 11:05:35 AM,0,0,0,1583.51696777344,16,17
233,12/2/2025 11:05:36 AM,0,0,0,1583.51293945312,16,17
234,12/2/2025 11:05:37 AM,0,0,0,1583.51599121094,16,17
235,12/2/2025 11:05:38 AM,0,0,0,1583.52001953125,16,17
236,12/2/2025 11:05:39 AM,0,0,0,1583.51904296875,16,17
237,12/2/2025 11:05:40 AM,0,0,0,1583.51904296875,16,17
238,12/2/2025 11:05:41 AM,0,0,0,1583.52502441406,16,17
239,12/2/2025 11:05:42 AM,0,0,0,1583.53002929688,16,17
240,12/2/2025 11:05:43 AM,0,0.101999998092651,7810.6424331665,1583.51904296875,16,17
241,12/2/2025 11:05:44 AM,0,0.203999996185303,15542.8527832031,1583.51904296875,17,17
242,12/2/2025 11:05:45 AM,0,0.307000011205673,23446.1992263794,1583.51098632812,17,17
243,12/2/2025 11:05:46 AM,0,0.41100001335144,31347.1870422363,1583.49401855469,17,17
244,12/2/2025 11:05:47 AM,0,0.560999989509583,42854.6241760254,1583.47497558594,17,17
245,12/2/2025 11:05:48 AM,0,0.708999991416931,54118.8789367676,1583.47497558594,17,17
246,12/2/2025 11:05:49 AM,0,0.819999992847443,62600.3997802734,1583.46203613281,17,17
247,12/2/2025 11:05:50 AM,0,0.894999980926514,68276.8089294434,1583.45495605469,17,17
248,12/2/2025 11:05:51 AM,0,1.00600004196167,76812.0048522949,1583.45495605469,17,17
249,12/2/2025 11:05:52 AM,0,1.12399995326996,85784.7999572754,1583.45495605469,17,17
250,12/2/2025 11:05:53 AM,0,1.12999999523163,86275.6004333496,1583.45495605469,17,17
251,12/2/2025 11:05:54 AM,0,1.13199996948242,86399.0180969238,1583.458984375,17,17
252,12/2/2025 11:05:55 AM,0,1.1360000371933,86673.7106323242,1583.4580078125,16,17
253,12/2/2025 11:05:56 AM,0,1.13800001144409,86839.7552490234,1583.4580078125,16,17
254,12/2/2025 11:05:57 AM,0,1.14100003242493,87096.361541748,1583.45703125,16,17
255,12/2/2025 11:05:58 AM,0,1.14499998092651,87403.6079406738,1583.46203613281,16,17
256,12/2/2025 11:05:59 AM,0,1.14400005340576,87330.9951782227,1583.46105957031,16,17
257,12/2/2025 11:06:00 AM,0,1.14699995517731,87551.7448425293,1583.46105957031,16,17
258,12/2/2025 11:06:01 AM,0,1.14499998092651,87431.4033508301,1583.47204589844,16,17
259,12/2/2025 11:06:02 AM,0,1.14499998092651,87383.9973449707,1583.48901367188,16,17
260,12/2/2025 11:06:03 AM,0,1.14699995517731,87568.9933776855,1583.4990234375,16,17
261,12/2/2025 11:06:04 AM,0,1.14999997615814,87770.7572937012,1583.50695800781,16,17
262,12/2/2025 11:06:05 AM,0,1.15199995040894,87936.4791870117,1583.50695800781,16,17
263,12/2/2025 11:06:06 AM,0,1.15299999713898,87976.847076416,1583.51794433594,16,17
264,12/2/2025 11:06:07 AM,0,1.14999997615814,87802.3979187012,1583.52795410156,16,17
265,12/2/2025 11:06:08 AM,0,1.14699995517731,87580.3161621094,1583.541015625,16,17
266,12/2/2025 11:06:09 AM,0,1.14600002765656,87504.3388366699,1583.541015625,16,17
267,12/2/2025 11:06:10 AM,0,1.14600002765656,87490.544128418,1583.55603027344,16,17
268,12/2/2025 11:06:11 AM,0,1.14699995517731,87573.4840393066,1583.55603027344,16,17
269,12/2/2025 11:06:12 AM,0,1.14600002765656,87468.3586120605,1583.56604003906,16,17
270,12/2/2025 11:06:13 AM,0,1.14400005340576,87285.8825683594,1583.56604003906,16,17
271,12/2/2025 11:06:14 AM,0,1.14199995994568,87144.2962646484,1583.56994628906,16,17
272,12/2/2025 11:06:15 AM,0,1.14199995994568,87161.8469238281,1583.57495117188,16,17
273,12/2/2025 11:06:16 AM,0,1.14199995994568,87151.3343811035,1583.57604980469,17,17
274,12/2/2025 11:06:17 AM,0,1.14100003242493,87051.7433166504,1583.58605957031,17,17
275,12/2/2025 11:06:18 AM,0,1.13900005817413,86912.9791259766,1583.58605957031,17,17
276,12/2/2025 11:06:19 AM,0,1.13699996471405,86800.431060791,1583.58801269531,17,17
277,12/2/2025 11:06:20 AM,0,1.1360000371933,86679.6157836914,1583.59399414062,17,17
278,12/2/2025 11:06:21 AM,0,1.13499999046326,86668.0389404297,1583.60302734375,17,17
279,12/2/2025 11:06:22 AM,0,1.13399994373322,86564.9871826172,1583.61401367188,17,17
280,12/2/2025 11:06:23 AM,0,1.13399994373322,86526.0406494141,1583.61401367188,17,17
281,12/2/2025 11:06:24 AM,0,1.13399994373322,86518.5424804688,1583.625,17,17
282,12/2/2025 11:06:25 AM,0,1.13499999046326,86619.3557739258,1583.62902832031,17,17
283,12/2/2025 11:06:26 AM,0,1.13699996471405,86785.050201416,1583.63903808594,16,17
284,12/2/2025 11:06:27 AM,0,1.13499999046326,86651.1817932129,1583.63903808594,16,17
285,12/2/2025 11:06:28 AM,0,1.13800001144409,86823.6671447754,1583.64794921875,16,17
286,12/2/2025 11:06:29 AM,0,1.13800001144409,86850.0549316406,1583.65905761719,16,17
287,12/2/2025 11:06:30 AM,0,1.13800001144409,86830.7395935059,1583.67102050781,16,17
288,12/2/2025 11:06:31 AM,0,1.13999998569489,86994.3740844727,1583.67102050781,16,17
289,12/2/2025 11:06:32 AM,0,1.14100003242493,87065.9637451172,1583.67199707031,16,17
290,12/2/2025 11:06:33 AM,0,1.14199995994568,87144.0765380859,1583.67602539062,16,17
291,12/2/2025 11:06:34 AM,0,1.14100003242493,87077.904510498,1583.67895507812,16,17
292,12/2/2025 11:06:35 AM,0,1.14100003242493,87073.1460571289,1583.68298339844,16,17
293,12/2/2025 11:06:36 AM,0,1.13999998569489,87022.8218078613,1583.68298339844,17,17
294,12/2/2025 11:06:37 AM,0,1.13999998569489,87012.3641967773,1583.68603515625,17,17
295,12/2/2025 11:06:38 AM,0,1.13900005817413,86913.9129638672,1583.69396972656,17,17
296,12/2/2025 11:06:39 AM,0,1.13900005817413,86949.3370056152,1583.69995117188,17,17
297,12/2/2025 11:06:40 AM,0,1.14100003242493,87110.066986084,1583.69995117188,17,17
298,12/2/2025 11:06:41 AM,0,1.14300000667572,87275.3562927246,1583.70202636719,17,17
299,12/2/2025 11:06:42 AM,0,1.15199995040894,87925.5271911621,1583.70397949219,17,17
300,12/2/2025 11:06:43 AM,0,1.21800005435944,92932.3265075684,1583.70202636719,17,17
