# \DEVICE          : G 608ST-60802901
# \MODE            : STORED
# DATE             : 06.05.2026
# TIME             : 11:52:21
# Par.Record       :
# Meas. Point No.: : B:000
# Outer Diameter  :      88.9 mm
# Wall Thickness  :       4.0 mm
# Roughness       :       0.1 mm
# Pipe Material   : Carbon Steel
# Lining           : WITHOUT LINING
# Medium           : Water
# Medium Temperat.:      20.0 C
# Transducer Type  : CDM1N5213047
# Sound Path       :         2 NUM
# Transd. Distance :      16.2 mm
# Damping          :        10 s
# Full-Scale Val.  :           m3/h
# Current Loop     :           mA
# Storage Rate     :  00:00:01 SAMPLES
# Physic. Quant.   : Volume flow
# Unit Of Measure  : [m3/h]/[m3]
# Numb.Of Meas.Val :       544

TIME;TIME;TIME;CHANNEL;MEASURE;AMP;SCNR;TIME
11:56:21;11:56:21;11:56:21;B;???;11.0;11:56:21
11:56:22;11:56:22;11:56:22;B;???;11.0;11:56:22
11:56:23;11:56:23;11:56:23;B;???;11.0;11:56:23
11:56:24;11:56:24;11:56:24;B;???;11.0;11:56:24
11:56:25;11:56:25;11:56:25;B;???;11.0;11:56:25
11:56:26;11:56:26;11:56:26;B;???;11.0;11:56:26
11:56:27;11:56:27;11:56:27;B;???;11.0;11:56:27
11:56:28;11:56:28;11:56:28;B;???;11.0;11:56:28
11:56:29;11:56:29;11:56:29;B;???;11.0;11:56:29
11:56:30;11:56:30;11:56:30;B;???;11.0;11:56:30
11:56:31;11:56:31;11:56:31;B;???;11.0;11:56:31
11:56:32;11:56:32;11:56:32;B;???;11.0;11:56:32
11:56:33;11:56:33;11:56:33;B;???;11.0;11:56:33
11:56:34;11:56:34;11:56:34;B;???;11.0;11:56:34
11:56:35;11:56:35;11:56:35;B;???;11.0;11:56:35
11:56:36;11:56:36;11:56:36;B;???;11.0;11:56:36
11:56:37;11:56:37;11:56:37;B;???;11.0;11:56:37
11:56:38;11:56:38;11:56:38;B;???;11.0;11:56:38
11:56:39;11:56:39;11:56:39;B;???;11.0;11:56:39
11:56:40;11:56:40;11:56:40;B;???;11.0;11:56:40
11:56:41;11:56:41;11:56:41;B;???;11.0;11:56:41
11:56:42;11:56:42;11:56:42;B;???;11.0;11:56:42
11:56:43;11:56:43;11:56:43;B;???;11.0;11:56:43
11:56:44;11:56:44;11:56:44;B;???;11.0;11:56:44
11:56:45;11:56:45;11:56:45;B;???;11.0;11:56:45
11:56:46;11:56:46;11:56:46;B;???;11.0;11:56:46
11:56:47;11:56:47;11:56:47;B;???;11.0;11:56:47
11:56:48;11:56:48;11:56:48;B;???;11.0;11:56:48
11:56:49;11:56:49;11:56:49;B;???;11.0;11:56:49
11:56:50;11:56:50;11:56:50;B;???;11.0;11:56:50
11:56:51;11:56:51;11:56:51;B;???;11.0;11:56:51
11:56:52;11:56:52;11:56:52;B;???;11.0;11:56:52
11:56:53;11:56:53;11:56:53;B;???;11.0;11:56:53
11:56:54;11:56:54;11:56:54;B;???;11.0;11:56:54
11:56:55;11:56:55;11:56:55;B;???;11.0;11:56:55
11:56:56;11:56:56;11:56:56;B;???;11.0;11:56:56
11:56:57;11:56:57;11:56:57;B;???;11.0;11:56:57
11:56:58;11:56:58;11:56:58;B;???;11.0;11:56:58
11:56:59;11:56:59;11:56:59;B;???;11.0;11:56:59
11:57:00;11:57:00;11:57:00;B;???;11.0;11:57:00
11:57:01;11:57:01;11:57:01;B;???;11.0;11:57:01
11:57:02;11:57:02;11:57:02;B;???;11.0;11:57:02
11:57:03;11:57:03;11:57:03;B;???;11.0;11:57:03
11:57:04;11:57:04;11:57:04;B;???;11.0;11:57:04
11:57:05;11:57:05;11:57:05;B;???;11.0;11:57:05
11:57:06;11:57:06;11:57:06;B;???;11.0;11:57:06
11:57:07;11:57:07;11:57:07;B;???;11.0;11:57:07
11:57:08;11:57:08;11:57:08;B;???;11.0;11:57:08
11:57:09;11:57:09;11:57:09;B;???;11.0;11:57:09
11:57:10;11:57:10;11:57:10;B;???;12.0;11:57:10
11:57:11;11:57:11;11:57:11;B;???;12.0;11:57:11
11:57:12;11:57:12;11:57:12;B;???;11.0;11:57:12
11:57:13;11:57:13;11:57:13;B;???;11.0;11:57:13
11:57:14;11:57:14;11:57:14;B;???;11.0;11:57:14
11:57:15;11:57:15;11:57:15;B;???;11.0;11:57:15
11:57:16;11:57:16;11:57:16;B;???;11.0;11:57:16
11:57:17;11:57:17;11:57:17;B;???;11.0;11:57:17
11:57:18;11:57:18;11:57:18;B;???;11.0;11:57:18
11:57:19;11:57:19;11:57:19;B;???;11.0;11:57:19
11:57:20;11:57:20;11:57:20;B;???;11.0;11:57:20
11:57:21;11:57:21;11:57:21;B;???;11.0;11:57:21
11:57:22;11:57:22;11:57:22;B;???;11.0;11:57:22
11:57:23;11:57:23;11:57:23;B;???;11.0;11:57:23
11:57:24;11:57:24;11:57:24;B;???;11.0;11:57:24
11:57:25;11:57:25;11:57:25;B;???;11.0;11:57:25
11:57:26;11:57:26;11:57:26;B;???;11.0;11:57:26
11:57:27;11:57:27;11:57:27;B;???;11.0;11:57:27
11:57:28;11:57:28;11:57:28;B;???;11.0;11:57:28
11:57:29;11:57:29;11:57:29;B;???;11.0;11:57:29
11:57:30;11:57:30;11:57:30;B;???;11.0;11:57:30
11:57:31;11:57:31;11:57:31;B;???;11.0;11:57:31
11:57:32;11:57:32;11:57:32;B;???;11.0;11:57:32
11:57:33;11:57:33;11:57:33;B;???;11.0;11:57:33
11:57:34;11:57:34;11:57:34;B;???;11.0;11:57:34
11:57:35;11:57:35;11:57:35;B;???;11.0;11:57:35
11:57:36;11:57:36;11:57:36;B;???;11.0;11:57:36
11:57:37;11:57:37;11:57:37;B;???;12.0;11:57:37
11:57:38;11:57:38;11:57:38;B;???;12.0;11:57:38
11:57:39;11:57:39;11:57:39;B;???;12.0;11:57:39
11:57:40;11:57:40;11:57:40;B;???;11.0;11:57:40
11:57:41;11:57:41;11:57:41;B;???;11.0;11:57:41
11:57:42;11:57:42;11:57:42;B;???;11.0;11:57:42
11:57:43;11:57:43;11:57:43;B;???;11.0;11:57:43
11:57:44;11:57:44;11:57:44;B;???;11.0;11:57:44
11:57:45;11:57:45;11:57:45;B;???;11.0;11:57:45
11:57:46;11:57:46;11:57:46;B;???;11.0;11:57:46
11:57:47;11:57:47;11:57:47;B;???;11.0;11:57:47
11:57:48;11:57:48;11:57:48;B;???;11.0;11:57:48
11:57:49;11:57:49;11:57:49;B;???;11.0;11:57:49
11:57:50;11:57:50;11:57:50;B;???;11.0;11:57:50
11:57:51;11:57:51;11:57:51;B;???;11.0;11:57:51
11:57:52;11:57:52;11:57:52;B;???;11.0;11:57:52
11:57:53;11:57:53;11:57:53;B;???;11.0;11:57:53
11:57:54;11:57:54;11:57:54;B;???;11.0;11:57:54
11:57:55;11:57:55;11:57:55;B;???;11.0;11:57:55
11:57:56;11:57:56;11:57:56;B;???;11.0;11:57:56
11:57:57;11:57:57;11:57:57;B;???;11.0;11:57:57
11:57:58;11:57:58;11:57:58;B;???;11.0;11:57:58
11:57:59;11:57:59;11:57:59;B;???;11.0;11:57:59
11:58:00;11:58:00;11:58:00;B;???;11.0;11:58:00
11:58:01;11:58:01;11:58:01;B;???;11.0;11:58:01
11:58:02;11:58:02;11:58:02;B;???;11.0;11:58:02
11:58:03;11:58:03;11:58:03;B;???;11.0;11:58:03
11:58:04;11:58:04;11:58:04;B;???;11.0;11:58:04
11:58:05;11:58:05;11:58:05;B;???;11.0;11:58:05
11:58:06;11:58:06;11:58:06;B;???;11.0;11:58:06
11:58:07;11:58:07;11:58:07;B;???;11.0;11:58:07
11:58:08;11:58:08;11:58:08;B;???;11.0;11:58:08
11:58:09;11:58:09;11:58:09;B;???;11.0;11:58:09
11:58:10;11:58:10;11:58:10;B;???;11.0;11:58:10
11:58:11;11:58:11;11:58:11;B;???;11.0;11:58:11
11:58:12;11:58:12;11:58:12;B;???;11.0;11:58:12
11:58:13;11:58:13;11:58:13;B;???;11.0;11:58:13
11:58:14;11:58:14;11:58:14;B;???;11.0;11:58:14
11:58:15;11:58:15;11:58:15;B;???;11.0;11:58:15
11:58:16;11:58:16;11:58:16;B;???;11.0;11:58:16
11:58:17;11:58:17;11:58:17;B;???;11.0;11:58:17
11:58:18;11:58:18;11:58:18;B;???;11.0;11:58:18
11:58:19;11:58:19;11:58:19;B;???;11.0;11:58:19
11:58:20;11:58:20;11:58:20;B;???;11.0;11:58:20
11:58:21;11:58:21;11:58:21;B;???;11.0;11:58:21
11:58:22;11:58:22;11:58:22;B;???;11.0;11:58:22
11:58:23;11:58:23;11:58:23;B;???;11.0;11:58:23
11:58:24;11:58:24;11:58:24;B;???;11.0;11:58:24
11:58:25;11:58:25;11:58:25;B;???;11.0;11:58:25
11:58:26;11:58:26;11:58:26;B;???;11.0;11:58:26
11:58:27;11:58:27;11:58:27;B;???;11.0;11:58:27
11:58:28;11:58:28;11:58:28;B;???;11.0;11:58:28
11:58:29;11:58:29;11:58:29;B;???;11.0;11:58:29
11:58:30;11:58:30;11:58:30;B;???;11.0;11:58:30
11:58:31;11:58:31;11:58:31;B;???;11.0;11:58:31
11:58:32;11:58:32;11:58:32;B;???;11.0;11:58:32
11:58:33;11:58:33;11:58:33;B;???;11.0;11:58:33
11:58:34;11:58:34;11:58:34;B;???;11.0;11:58:34
