# MEASURE 
# Avg: 76.1306
# Median: 76.7950
# Mode: 83.2200
# Max: 83.2200
# Min: 68.6500
# \DEVICE          : G 608ST-60802901
# \MODE            : STORED
# DATE             : 04.05.2026
# TIME             : 08:53:55
# Par.Record       :
# Meas. Point No.: : B:3-900-02
# Outer Diameter  :     204.0 mm
# Wall Thickness  :       2.0 mm
# Roughness       :       0.0 mm
# Pipe Material   : Stainless Steel
# Lining           : WITHOUT LINING
# Medium           : Water
# Medium Temperat.:      20.0 C
# Transducer Type  : CDM1N5213047
# Sound Path       :         2 NUM
# Transd. Distance :     102.6 mm
# Damping          :        10 s
# Full-Scale Val.  :           m3/h
# Current Loop     :           mA
# Storage Rate     :  00:00:01 SAMPLES
# Physic. Quant.   : Volume flow
# Unit Of Measure  : [m3/h]/[m3]
# Numb.Of Meas.Val :        52

TIME,CHANNEL,MEASURE,SSPEED,AMP,SCNR,TIME
08:53:55,B,???,13.0,08:53:55
08:53:56,B,???,13.0,08:53:56
08:53:57,B,???,13.0,08:53:57
08:53:58,B,???,13.0,08:53:58
08:53:59,B,???,13.0,08:53:59
08:54:00,B,???,13.0,08:54:00
08:54:01,B,???,13.0,08:54:01
08:54:02,B,???,32.0,08:54:02
08:54:03,B,???,32.0,08:54:03
08:54:04,B,???,1151.5,34.0,08:54:04
08:54:05,B,???,1151.5,34.0,08:54:05
08:54:06,B,???,1151.5,34.0,08:54:06
08:54:07,B,???,1307.0,33.0,08:54:07
08:54:08,B,82.07,1307.0,33.0,08:54:08
08:54:09,B,83.22,1307.0,33.0,08:54:09
08:54:10,B,83.22,1307.0,33.0,08:54:10
08:54:11,B,80.49,1253.3,33.0,08:54:11
08:54:12,B,76.31,1253.3,33.0,08:54:12
08:54:13,B,72.86,1253.3,33.0,08:54:13
08:54:14,B,69.28,1253.3,33.0,08:54:14
08:54:15,B,69.28,1253.3,33.0,08:54:15
08:54:16,B,???,1250.0,34.0,08:54:16
08:54:17,B,???,1250.0,34.0,08:54:17
08:54:18,B,???,1250.0,34.0,08:54:18
08:54:19,B,???,1250.0,34.0,08:54:19
08:54:20,B,68.65,1293.4,34.0,08:54:20
08:54:21,B,70.34,1293.4,34.0,08:54:21
08:54:22,B,72.05,1293.4,34.0,08:54:22
08:54:23,B,73.74,1322.4,34.0,08:54:23
08:54:24,B,77.28,1322.4,34.0,08:54:24
08:54:25,B,78.78,1322.4,34.0,08:54:25
08:54:26,B,78.78,1322.4,34.0,08:54:26
08:54:27,B,81.74,1342.8,35.0,08:54:27
08:54:28,B,???,1342.8,35.0,08:54:28
08:54:29,B,???,1342.8,35.0,08:54:29
08:54:30,B,???,13.0,08:54:30
08:54:31,B,???,13.0,08:54:31
08:54:32,B,???,13.0,08:54:32
08:54:33,B,???,13.0,08:54:33
08:54:34,B,???,13.0,08:54:34
08:54:35,B,???,13.0,08:54:35
08:54:36,B,???,13.0,08:54:36
08:54:37,B,???,13.0,08:54:37
08:54:38,B,???,14.0,08:54:38
08:54:39,B,???,14.0,08:54:39
08:54:40,B,???,14.0,08:54:40
08:54:41,B,???,13.0,08:54:41
08:54:42,B,???,13.0,08:54:42
08:54:43,B,???,13.0,08:54:43
08:54:44,B,???,14.0,08:54:44
08:54:45,B,???,14.0,08:54:45
08:54:46,B,???,14.0,08:54:46
