Index	Date	Trigger	A Flow velocity [m/s]	A Mass flow rate [kg/h]	A Mass (+) [kg]	A Mass (-) [kg]	A Sound speed [m/s]	A Transducer temp. (->) [°C]	A Transducer temp. (>-) [°C]	A Amplitude [%]	A Gain [dB]	A Quality [%]	A Volumetric flow rate [m³/h]	A SCNR [dB]	A SNR [dB]	A VariAmp [%]	A VariTime [%]	A Diag.: error bits	A Event trigger R1	A Event trigger R2	A Event trigger R3	A Event trigger R4	A NoiseTrek activated	A Gain  > limit	A Flow vel. > limit	A Flow vel. < cut-off flow	A Pig detected	A FastFood activated	A Transducer temp. violation	A Last value is held	A Fluid temp. (Calculated) [°C]
15	11/22/2025 12:33:57 AM		NaN	NaN	∞	∞	∞	145	146	31	102.809997558594	0	NaN	11	7	13	74	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
16	11/22/2025 12:34:07 AM		NaN	NaN	∞	∞	∞	144	146	31	102.809997558594	0	NaN	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
17	11/22/2025 12:34:17 AM		NaN	NaN	∞	∞	526.786010742188	145	146	30	104.300003051758	24	NaN	13	8	13	54	3	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
18	11/22/2025 12:34:27 AM		NaN	NaN	∞	∞	519.682983398438	145	146	30	104.300003051758	39	NaN	13	7	11	80	3	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
19	11/22/2025 12:34:37 AM		NaN	NaN	∞	∞	∞	145	146	30	104.300003051758	0	NaN	14	7	10	∞	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
20	11/22/2025 12:34:47 AM		NaN	NaN	∞	∞	512.976989746094	145	146	30	104.300003051758	46	NaN	13	7	11	64	3	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
21	11/22/2025 12:34:57 AM		NaN	NaN	∞	∞	∞	145	146	30	104.300003051758	0	NaN	13	7	10	∞	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
22	11/22/2025 12:35:07 AM		NaN	NaN	∞	∞	∞	145	146	30	104.300003051758	0	NaN	13	7	10	99	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
23	11/22/2025 12:35:17 AM		NaN	NaN	∞	∞	∞	145	146	30	104.300003051758	0	NaN	13	7	11	111	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
24	11/22/2025 12:35:27 AM		NaN	NaN	∞	∞	∞	145	146	31	102.809997558594	0	NaN	13	6	12	95	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
25	11/22/2025 12:35:37 AM		NaN	NaN	∞	∞	∞	145	146	30	104.300003051758	0	NaN	13	6	13	87	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
26	11/22/2025 12:35:47 AM		NaN	NaN	∞	∞	∞	145	146	30	104.300003051758	0	NaN	13	6	9	103	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
27	11/22/2025 12:35:57 AM		NaN	NaN	∞	∞	∞	145	146	30	104.300003051758	0	NaN	13	6	10	85	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
28	11/22/2025 12:36:07 AM		NaN	NaN	∞	∞	∞	145	146	30	104.300003051758	0	NaN	13	7	10	84	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
29	11/22/2025 12:36:17 AM		NaN	NaN	∞	∞	∞	145	146	30	104.300003051758	0	NaN	13	7	10	66	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
30	11/22/2025 12:36:27 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	13	7	9	52	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
31	11/22/2025 12:36:37 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	13	6	10	69	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
32	11/22/2025 12:36:47 AM		NaN	NaN	∞	∞	∞	145	146	30	104.300003051758	0	NaN	13	7	12	72	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
33	11/22/2025 12:36:57 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	13	8	13	36	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
34	11/22/2025 12:37:07 AM		NaN	NaN	∞	∞	∞	145	146	31	102.809997558594	0	NaN	13	7	13	42	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
35	11/22/2025 12:37:17 AM		NaN	NaN	∞	∞	∞	144	146	31	102.809997558594	0	NaN	13	7	12	124	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
36	11/22/2025 12:37:27 AM		NaN	NaN	∞	∞	∞	144	146	31	102.809997558594	0	NaN	13	7	13	100	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
37	11/22/2025 12:37:37 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	13	7	11	83	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
38	11/22/2025 12:37:47 AM		NaN	NaN	∞	∞	∞	145	146	30	104.300003051758	0	NaN	13	6	10	100	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
39	11/22/2025 12:37:57 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	13	7	9	68	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
40	11/22/2025 12:38:07 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	13	7	8	80	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
41	11/22/2025 12:38:17 AM		NaN	NaN	∞	∞	∞	144	145	30	104.300003051758	0	NaN	13	7	10	79	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
42	11/22/2025 12:38:27 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	13	7	9	97	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
43	11/22/2025 12:38:37 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	13	7	11	78	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
44	11/22/2025 12:38:47 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	13	7	12	76	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
45	11/22/2025 12:38:57 AM		NaN	NaN	∞	∞	∞	144	145	30	104.300003051758	0	NaN	13	8	13	54	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
46	11/22/2025 12:39:07 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	13	6	12	81	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
47	11/22/2025 12:39:17 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	14	6	11	∞	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
48	11/22/2025 12:39:27 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	14	6	10	78	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
49	11/22/2025 12:39:37 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	14	7	11	81	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
50	11/22/2025 12:39:47 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	14	7	11	90	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
51	11/22/2025 12:39:57 AM		NaN	NaN	∞	∞	∞	144	145	30	104.300003051758	0	NaN	14	7	10	101	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
52	11/22/2025 12:40:07 AM		NaN	NaN	∞	∞	∞	144	145	30	104.300003051758	0	NaN	14	6	11	88	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
53	11/22/2025 12:40:17 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	14	8	11	76	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
54	11/22/2025 12:40:27 AM		NaN	NaN	∞	∞	∞	144	145	30	104.300003051758	0	NaN	14	7	9	86	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
55	11/22/2025 12:40:37 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	12	6	11	65	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
56	11/22/2025 12:40:47 AM		NaN	NaN	∞	∞	∞	144	145	30	104.300003051758	0	NaN	15	7	11	44	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
57	11/22/2025 12:40:57 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	14	7	10	∞	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
58	11/22/2025 12:41:07 AM		NaN	NaN	∞	∞	∞	144	145	30	104.300003051758	0	NaN	13	7	12	70	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
59	11/22/2025 12:41:17 AM		NaN	NaN	∞	∞	∞	144	145	30	104.300003051758	0	NaN	13	7	10	48	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
60	11/22/2025 12:41:27 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	13	7	10	40	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
61	11/22/2025 12:41:37 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	13	6	10	79	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
62	11/22/2025 12:41:47 AM		NaN	NaN	∞	∞	∞	144	145	30	104.300003051758	0	NaN	13	6	8	62	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
63	11/22/2025 12:41:57 AM		NaN	NaN	∞	∞	∞	144	145	30	104.300003051758	0	NaN	13	7	11	55	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
64	11/22/2025 12:42:07 AM		NaN	NaN	∞	∞	∞	144	145	30	104.300003051758	0	NaN	13	6	11	86	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
65	11/22/2025 12:42:17 AM		NaN	NaN	∞	∞	∞	144	145	31	102.809997558594	0	NaN	13	7	12	91	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
66	11/22/2025 12:42:27 AM		NaN	NaN	∞	∞	∞	144	145	31	102.809997558594	0	NaN	13	7	13	72	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
67	11/22/2025 12:42:37 AM		NaN	NaN	∞	∞	516.776977539062	144	145	31	102.809997558594	27	NaN	17	7	14	84	3	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
68	11/22/2025 12:42:47 AM		NaN	NaN	∞	∞	514.151000976562	144	146	31	102.809997558594	56	NaN	12	6	15	60	3	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
69	11/22/2025 12:42:57 AM		NaN	NaN	∞	∞	∞	144	145	31	102.809997558594	3	NaN	15	7	14	∞	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
70	11/22/2025 12:43:07 AM		NaN	NaN	∞	∞	∞	144	145	31	102.809997558594	40	NaN	13	6	15	∞	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
71	11/22/2025 12:43:17 AM		NaN	NaN	∞	∞	∞	144	145	31	102.809997558594	0	NaN	13	5	16	113	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
72	11/22/2025 12:43:27 AM		NaN	NaN	∞	∞	∞	144	145	31	102.809997558594	0	NaN	14	7	15	∞	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
73	11/22/2025 12:43:37 AM		NaN	NaN	∞	∞	∞	144	145	31	102.809997558594	0	NaN	15	7	15	53	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
74	11/22/2025 12:43:47 AM		NaN	NaN	∞	∞	∞	144	145	31	102.809997558594	0	NaN	14	7	12	58	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
75	11/22/2025 12:43:57 AM		NaN	NaN	∞	∞	513.536010742188	144	145	31	102.809997558594	35	NaN	14	8	12	68	3	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
76	11/22/2025 12:44:07 AM		NaN	NaN	∞	∞	∞	144	145	31	102.809997558594	0	NaN	14	7	14	75	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
77	11/22/2025 12:44:17 AM		NaN	NaN	∞	∞	513.726989746094	144	145	30	104.300003051758	70	NaN	12	7	12	67	3	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
78	11/22/2025 12:44:27 AM		NaN	NaN	∞	∞	∞	144	145	31	102.809997558594	0	NaN	15	7	13	∞	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
79	11/22/2025 12:44:37 AM		NaN	NaN	∞	∞	513.239013671875	144	145	31	102.809997558594	75	NaN	13	6	13	61	3	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
80	11/22/2025 12:44:47 AM		NaN	NaN	∞	∞	513.611022949219	144	145	31	102.809997558594	88	NaN	13	5	15	123	3	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
81	11/22/2025 12:44:57 AM		3.79699993133545	735.68406701088	2647.09498570309	∞	528.744995117188	144	145	31	102.809997558594	23	193.376071751118	13	5	13	114	0	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
82	11/22/2025 12:45:07 AM		NaN	NaN	∞	∞	523.002014160156	144	145	30	104.300003051758	32	NaN	13	5	11	133	3	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
83	11/22/2025 12:45:17 AM		NaN	NaN	∞	∞	513.507019042969	144	145	31	102.809997558594	76	NaN	12	7	13	120	3	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
84	11/22/2025 12:45:27 AM		3.73300004005432	723.149889707565	2652.92416358189	∞	513.515991210938	144	145	31	102.809997558594	78	190.116637945175	14	6	13	113	0	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
85	11/22/2025 12:45:37 AM		NaN	NaN	∞	∞	513.510986328125	144	145	31	102.809997558594	79	NaN	14	6	9	86	3	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
86	11/22/2025 12:45:47 AM		3.68499994277954	713.931351900101	2657.11465680049	∞	513.585021972656	144	145	30	104.300003051758	86	187.672059237957	16	7	11	96	0	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
87	11/22/2025 12:45:57 AM		3.74600005149841	725.688761472702	2659.07156951176	∞	513.458984375	144	145	30	104.300003051758	77	190.778714418411	15	6	9	112	0	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
88	11/22/2025 12:46:07 AM		3.86400008201599	748.482173681259	2661.10147426473	∞	544.182006835938	144	145	30	104.300003051758	6	196.788284182549	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
89	11/22/2025 12:46:17 AM		3.74600005149841	725.804042816162	2663.10594220283	∞	530.133972167969	144	145	30	104.300003051758	19	190.778714418411	14	6	6	94	0	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
90	11/22/2025 12:46:27 AM		3.74000000953674	724.628698825836	2665.11869650157	∞	513.763977050781	144	145	30	104.300003051758	61	190.47314375639	20	7	9	68	0	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
91	11/22/2025 12:46:37 AM		3.73600006103516	723.716855049133	2667.06092332127	∞	514.588989257812	144	145	30	104.300003051758	63	190.269429981709	16	7	8	66	0	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
92	11/22/2025 12:46:47 AM		NaN	NaN	∞	∞	513.268981933594	144	145	30	104.300003051758	48	NaN	17	6	8	69	3	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
93	11/22/2025 12:46:57 AM		NaN	NaN	∞	∞	513.172973632812	144	145	30	104.300003051758	73	NaN	19	7	9	63	3	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
94	11/22/2025 12:47:07 AM		NaN	NaN	∞	∞	513.116027832031	144	145	30	104.300003051758	53	NaN	19	8	11	75	3	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
95	11/22/2025 12:47:17 AM		3.63499999046326	704.281568527222	2675.0946782698	∞	513.245971679688	144	145	30	104.300003051758	67	185.125623643398	17	8	11	73	0	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
96	11/22/2025 12:47:27 AM		NaN	NaN	∞	∞	513.510009765625	144	145	30	104.300003051758	75	NaN	16	7	10	94	3	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
97	11/22/2025 12:47:37 AM		3.64599990844727	706.427764892578	2678.98265212226	∞	515.911010742188	144	145	30	104.300003051758	15	185.685843229294	17	5	8	140	0	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
98	11/22/2025 12:47:47 AM		NaN	NaN	∞	∞	514.033020019531	144	145	30	104.300003051758	74	NaN	15	7	10	109	3	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
99	11/22/2025 12:47:57 AM		3.6710000038147	711.09647154808	2682.12091090355	∞	513.484008789062	144	145	30	104.300003051758	59	186.959061026573	14	6	12	101	0	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
100	11/22/2025 12:48:07 AM		3.65199995040894	707.449525594711	2683.86398847226	∞	513.494018554688	144	145	30	104.300003051758	66	185.991413891315	15	6	11	95	0	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
101	11/22/2025 12:48:17 AM		3.65799999237061	708.757263422012	2686.74140611488	∞	513.598022460938	144	146	30	104.300003051758	77	186.296984553337	16	6	11	95	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
102	11/22/2025 12:48:27 AM		3.71300005912781	719.374305009842	2688.79404421721	∞	514.210998535156	144	145	30	104.300003051758	67	189.09806907177	15	7	11	86	0	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
103	11/22/2025 12:48:37 AM		NaN	NaN	∞	∞	515.093017578125	144	145	30	104.300003051758	38	NaN	18	8	9	92	3	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
104	11/22/2025 12:48:47 AM		3.81299996376038	738.730895519257	2692.92638829921	∞	526.018981933594	144	145	30	104.300003051758	13	194.190926849842	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
105	11/22/2025 12:48:57 AM		NaN	NaN	∞	∞	514.036987304688	144	145	30	104.300003051758	48	NaN	16	8	5	86	3	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
106	11/22/2025 12:49:07 AM		3.71300005912781	719.367974996567	2696.81378675823	∞	514.10302734375	144	145	30	104.300003051758	53	189.09806907177	19	7	5	85	0	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
107	11/22/2025 12:49:17 AM		NaN	NaN	∞	∞	∞	144	145	30	104.300003051758	0	NaN	15	7	9	54	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
108	11/22/2025 12:49:27 AM		NaN	NaN	∞	∞	∞	144	145	30	104.300003051758	0	NaN	15	7	10	43	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
109	11/22/2025 12:49:37 AM		3.68600010871887	714.010852575302	2702.39861066093	∞	513.950988769531	144	145	30	104.300003051758	54	187.72299438715	15	7	11	72	0	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
110	11/22/2025 12:49:47 AM		NaN	NaN	∞	∞	∞	144	145	30	104.300003051758	54	NaN	15	7	12	58	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
111	11/22/2025 12:49:57 AM		NaN	NaN	∞	∞	514.10302734375	144	145	30	104.300003051758	38	NaN	14	7	11	64	3	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
112	11/22/2025 12:50:07 AM		NaN	NaN	∞	∞	∞	144	145	30	104.300003051758	74	NaN	16	8	9	96	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
113	11/22/2025 12:50:17 AM		NaN	NaN	∞	∞	∞	144	145	30	104.300003051758	0	NaN	18	6	7	97	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
114	11/22/2025 12:50:27 AM		NaN	NaN	∞	∞	∞	144	145	30	104.300003051758	0	NaN	14	7	8	97	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
115	11/22/2025 12:50:37 AM		NaN	NaN	∞	∞	∞	145	145	30	104.300003051758	0	NaN	14	7	7	85	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
116	11/22/2025 12:50:47 AM		NaN	NaN	∞	∞	514.025024414062	144	145	30	104.300003051758	74	NaN	14	8	8	60	3	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
117	11/22/2025 12:50:57 AM		NaN	NaN	∞	∞	∞	144	145	30	104.300003051758	0	NaN	14	7	8	63	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
118	11/22/2025 12:51:07 AM		NaN	NaN	∞	∞	∞	144	145	30	104.300003051758	0	NaN	14	7	8	57	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
119	11/22/2025 12:51:17 AM		NaN	NaN	∞	∞	513.918029785156	144	146	30	104.300003051758	54	NaN	14	7	9	71	3	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
120	11/22/2025 12:51:27 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	14	7	9	∞	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
121	11/22/2025 12:51:37 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	40	NaN	13	7	10	∞	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
122	11/22/2025 12:51:47 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	16	7	9	42	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
123	11/22/2025 12:51:57 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	16	7	9	67	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
124	11/22/2025 12:52:07 AM		NaN	NaN	∞	∞	∞	144	145	30	104.300003051758	0	NaN	16	8	8	48	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
125	11/22/2025 12:52:17 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	16	8	8	54	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
126	11/22/2025 12:52:27 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	16	7	9	51	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
127	11/22/2025 12:52:37 AM		NaN	NaN	∞	∞	∞	144	145	30	104.300003051758	0	NaN	16	8	12	58	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
128	11/22/2025 12:52:47 AM		NaN	NaN	∞	∞	∞	144	145	30	104.300003051758	0	NaN	14	7	12	∞	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
129	11/22/2025 12:52:57 AM		NaN	NaN	∞	∞	∞	144	145	30	104.300003051758	0	NaN	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
130	11/22/2025 12:53:07 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	15	7	11	108	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
131	11/22/2025 12:53:17 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	14	7	11	101	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
132	11/22/2025 12:53:27 AM		NaN	NaN	∞	∞	513.5009765625	144	145	30	104.300003051758	24	NaN	16	8	8	74	3	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
133	11/22/2025 12:53:37 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	15	8	7	∞	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
134	11/22/2025 12:53:47 AM		NaN	NaN	∞	∞	513.666015625	144	146	30	104.300003051758	47	NaN	14	8	9	83	3	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
135	11/22/2025 12:53:57 AM		3.6800000667572	712.928420305252	2722.65292357481	∞	513.755981445312	144	146	30	104.300003051758	31	187.417423725128	13	8	9	80	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
