# \DEVICE          : G 608ST-60802901
# \MODE            : STORED
# DATE             : 05.05.2026
# TIME             : 08:27:12
# Par.Record       :
# Meas. Point No.: : B:1-170
# Outer Diameter  :     114.0 mm
# Wall Thickness  :       2.0 mm
# Roughness       :       0.0 mm
# Pipe Material   : Stainless Steel
# Lining           : WITHOUT LINING
# Medium           : Water
# Medium Temperat.:      20.0 C
# Transducer Type  : Standard
# Sound Path       :         2 NUM
# Transd. Distance :      33.3 mm
# Damping          :        10 s
# Full-Scale Val.  :           m3/h
# Current Loop     :           mA
# Storage Rate     :  00:00:01 SAMPLES
# Physic. Quant.   : Volume flow
# Unit Of Measure  : [m3/h]/[m3]
# Numb.Of Meas.Val :       312

TIME,TIME,TIME,CHANNEL,MEASURE,AMP,SCNR,TIME
08:30:49,08:30:49,08:30:49,B,???,13.0,08:30:49
08:30:50,08:30:50,08:30:50,B,???,13.0,08:30:50
08:30:51,08:30:51,08:30:51,B,???,13.0,08:30:51
08:30:52,08:30:52,08:30:52,B,???,13.0,08:30:52
08:30:53,08:30:53,08:30:53,B,???,13.0,08:30:53
08:30:54,08:30:54,08:30:54,B,???,13.0,08:30:54
08:30:55,08:30:55,08:30:55,B,???,13.0,08:30:55
08:30:56,08:30:56,08:30:56,B,???,13.0,08:30:56
08:30:57,08:30:57,08:30:57,B,???,13.0,08:30:57
08:30:58,08:30:58,08:30:58,B,???,13.0,08:30:58
08:30:59,08:30:59,08:30:59,B,???,13.0,08:30:59
08:31:00,08:31:00,08:31:00,B,???,13.0,08:31:00
08:31:01,08:31:01,08:31:01,B,???,13.0,08:31:01
08:31:02,08:31:02,08:31:02,B,???,13.0,08:31:02
08:31:03,08:31:03,08:31:03,B,???,13.0,08:31:03
08:31:04,08:31:04,08:31:04,B,???,13.0,08:31:04
08:31:05,08:31:05,08:31:05,B,???,13.0,08:31:05
08:31:06,08:31:06,08:31:06,B,???,13.0,08:31:06
08:31:07,08:31:07,08:31:07,B,???,13.0,08:31:07
08:31:08,08:31:08,08:31:08,B,???,13.0,08:31:08
08:31:09,08:31:09,08:31:09,B,???,13.0,08:31:09
08:31:10,08:31:10,08:31:10,B,???,13.0,08:31:10
08:31:11,08:31:11,08:31:11,B,???,13.0,08:31:11
08:31:12,08:31:12,08:31:12,B,???,13.0,08:31:12
08:31:13,08:31:13,08:31:13,B,???,13.0,08:31:13
08:31:14,08:31:14,08:31:14,B,???,13.0,08:31:14
08:31:15,08:31:15,08:31:15,B,???,13.0,08:31:15
08:31:16,08:31:16,08:31:16,B,???,13.0,08:31:16
08:31:17,08:31:17,08:31:17,B,???,13.0,08:31:17
08:31:18,08:31:18,08:31:18,B,???,13.0,08:31:18
08:31:19,08:31:19,08:31:19,B,???,13.0,08:31:19
08:31:20,08:31:20,08:31:20,B,???,13.0,08:31:20
08:31:21,08:31:21,08:31:21,B,???,13.0,08:31:21
08:31:22,08:31:22,08:31:22,B,???,13.0,08:31:22
08:31:23,08:31:23,08:31:23,B,???,13.0,08:31:23
08:31:24,08:31:24,08:31:24,B,???,13.0,08:31:24
08:31:25,08:31:25,08:31:25,B,???,13.0,08:31:25
08:31:26,08:31:26,08:31:26,B,???,13.0,08:31:26
08:31:27,08:31:27,08:31:27,B,???,13.0,08:31:27
08:31:28,08:31:28,08:31:28,B,???,13.0,08:31:28
08:31:29,08:31:29,08:31:29,B,???,13.0,08:31:29
08:31:30,08:31:30,08:31:30,B,???,13.0,08:31:30
08:31:31,08:31:31,08:31:31,B,???,13.0,08:31:31
08:31:32,08:31:32,08:31:32,B,???,13.0,08:31:32
08:31:33,08:31:33,08:31:33,B,???,13.0,08:31:33
08:31:34,08:31:34,08:31:34,B,???,13.0,08:31:34
08:31:35,08:31:35,08:31:35,B,???,13.0,08:31:35
08:31:36,08:31:36,08:31:36,B,???,13.0,08:31:36
08:31:37,08:31:37,08:31:37,B,???,13.0,08:31:37
08:31:38,08:31:38,08:31:38,B,???,13.0,08:31:38
08:31:39,08:31:39,08:31:39,B,???,13.0,08:31:39
