# \DEVICE          : G 608ST-60802901
# \MODE            : STORED
# DATE             : 18.05.2026
# TIME             : 08:51:09
# Par.Record       : Par.Record    02
# Meas. Point No.: : B:4700.01
# Outer Diameter  :     168.0 mm
# Wall Thickness  :       5.0 mm
# Roughness       :       0.1 mm
# Pipe Material   : Carbon Steel
# Lining           : WITHOUT LINING
# Medium           : Water
# Medium Temperat.:      20.0 C
# Transducer Type  : CDM1N5213047
# Sound Path       :         2 NUM
# Transd. Distance :      78.2 mm
# Damping          :        10 s
# Full-Scale Val.  :           m3/h
# Current Loop     :           mA
# Storage Rate     :  00:00:01 SAMPLES
# Physic. Quant.   : Volume flow
# Unit Of Measure  : [m3/h]/[m3]
# Numb.Of Meas.Val :       141

TIME;TIME;TIME;CHANNEL;MEASURE;AMP;SCNR;
08:51:09;08:51:09;08:51:09;B;???;15.0;
08:51:10;08:51:10;08:51:10;B;???;15.0;
08:51:11;08:51:11;08:51:11;B;???;15.0;
08:51:12;08:51:12;08:51:12;B;???;30.0;
08:51:13;08:51:13;08:51:13;B;???;30.0;
08:51:14;08:51:14;08:51:14;B;???;30.0;
08:51:15;08:51:15;08:51:15;B;???;29.0;
08:51:16;08:51:16;08:51:16;B;???;29.0;
08:51:17;08:51:17;08:51:17;B;???;29.0;
08:51:18;08:51:18;08:51:18;B;???;28.0;
08:51:19;08:51:19;08:51:19;B;???;23.0;
08:51:20;08:51:20;08:51:20;B;???;23.0;
08:51:21;08:51:21;08:51:21;B;???;22.0;
08:51:22;08:51:22;08:51:22;B;???;22.0;
08:51:23;08:51:23;08:51:23;B;???;23.0;
08:51:24;08:51:24;08:51:24;B;???;23.0;
08:51:25;08:51:25;08:51:25;B;???;32.0;
08:51:26;08:51:26;08:51:26;B;???;32.0;
08:51:27;08:51:27;08:51:27;B;???;29.0;
08:51:28;08:51:28;08:51:28;B;???;29.0;
08:51:29;08:51:29;08:51:29;B;???;30.0;
08:51:30;08:51:30;08:51:30;B;???;30.0;
08:51:31;08:51:31;08:51:31;B;???;30.0;
08:51:32;08:51:32;08:51:32;B;???;30.0;
08:51:33;08:51:33;08:51:33;B;???;32.0;
08:51:34;08:51:34;08:51:34;B;???;32.0;
08:51:35;08:51:35;08:51:35;B;???;32.0;
08:51:36;08:51:36;08:51:36;B;???;32.0;
08:51:37;08:51:37;08:51:37;B;???;28.0;
08:51:38;08:51:38;08:51:38;B;???;28.0;
08:51:39;08:51:39;08:51:39;B;???;29.0;
08:51:40;08:51:40;08:51:40;B;???;29.0;
08:51:41;08:51:41;08:51:41;B;???;29.0;
08:51:42;08:51:42;08:51:42;B;???;32.0;
08:51:43;08:51:43;08:51:43;B;???;32.0;
08:51:44;08:51:44;08:51:44;B;???;31.0;
08:51:45;08:51:45;08:51:45;B;???;31.0;
08:51:46;08:51:46;08:51:46;B;???;32.0;
08:51:47;08:51:47;08:51:47;B;???;32.0;
08:51:48;08:51:48;08:51:48;B;???;32.0;
08:51:49;08:51:49;08:51:49;B;???;13.0;
08:51:50;08:51:50;08:51:50;B;???;13.0;
08:51:51;08:51:51;08:51:51;B;???;29.0;
08:51:52;08:51:52;08:51:52;B;???;29.0;
08:51:53;08:51:53;08:51:53;B;???;29.0;
08:51:54;08:51:54;08:51:54;B;???;28.0;
08:51:55;08:51:55;08:51:55;B;???;28.0;
